assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
4,21,459,100,50,6,84939,None,,0,0,-1,1,281.6,131,18,None,,1,4,4.8,4.5,13,Danny,4.8,36,12,173.7,38,12,366,False,634.2,52,7,1987,,2021-04-21T19:30:31.183194Z,84,0,0,1,0,,84939.jpg,4.9,0,0,Ings,7.0,False,None,a,16,20,832.0,29,14,127,2695845,104957,3866666,4526,0.6,15.1,Ings,1
0,6,256,None,None,4,88900,None,,0,0,-4,4,61.8,319,101,None,,1,2,1.2,1.9,3,Jack,1.2,36,0,44.0,297,99,367,False,305.4,216,84,1357,,None,46,0,0,None,0,,88900.jpg,2.4,0,0,Stephens,0.2,False,None,a,16,20,71.0,312,103,38,33173,1369,53815,251,0.3,8.3,Stephens,2
7,4,426,100,100,8,91047,None,,0,0,0,0,444.4,63,45,None,,1,3,3.5,6.5,7,Stuart,3.5,50,4,138.3,71,42,368,False,520.0,91,29,2507,,2021-02-04T17:00:26.143680Z,55,0,0,None,0,,91047.jpg,3.6,0,0,Armstrong,0.6,False,None,a,16,20,419.0,82,47,109,149430,6287,139723,1500,0.6,19.8,Armstrong,3
1,4,454,100,100,6,93100,None,,0,0,2,-2,90.1,272,75,None,,1,2,0.2,-0.1,2,Jannik,0.2,41,3,99.4,124,24,369,False,623.6,56,16,2304,,2021-04-30T23:30:23.919105Z,47,0,0,None,0,,93100.jpg,3.0,1,0,Vestergaard,2.9,False,None,a,16,20,282.0,128,15,82,1558242,12167,1462416,2000,0.0,17.4,Vestergaard,3
6,16,715,100,100,9,101178,1,,1,-1,-1,1,861.4,11,8,1,,4,3,4.8,9.1,4,James,4.8,62,8,204.6,25,17,370,False,864.8,9,4,3150,,2021-04-02T11:00:24.090128Z,59,0,1,2,0,,101178.jpg,4.2,0,0,Ward-Prowse,12.5,False,None,a,16,20,321.0,113,66,146,3072028,89252,2455796,17007,0.8,24.7,Ward-Prowse,5
0,0,0,0,0,0,107265,None,,0,0,-2,2,0.0,558,51,None,,0,1,0.0,0.0,0,Angus,0.0,0,0,0.0,583,73,371,False,0.0,573,73,0,Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T22:00:21.540087Z,43,0,0,None,0,,107265.jpg,0.0,0,0,Gunn,0.1,False,None,u,16,20,0.0,541,47,0,2885,0,18912,19,0.0,0.0,Gunn,0
0,0,0,0,0,0,128198,None,,0,0,-1,1,0.0,696,286,None,,0,3,0.0,0.0,0,Sofiane,0.0,0,0,0.0,698,286,372,False,0.0,695,286,0,Joined Angers on a permanent deal on 5/10,2020-10-05T21:00:12.104758Z,54,0,0,None,0,,128198.jpg,0.0,0,0,Boufal,0.0,False,None,u,16,20,0.0,694,285,0,634,0,4785,1,0.0,0.0,Boufal,0
0,0,0,0,0,0,153379,None,,0,0,-2,2,0.0,561,215,None,,0,3,0.0,0.0,0,Josh,0.0,0,0,0.0,586,217,374,False,0.0,576,214,0,Joined Doncaster Rovers on loan until January on 16/10,2020-10-16T11:00:15.652806Z,43,0,0,None,0,,153379.jpg,0.0,0,0,Sims,0.1,False,None,u,16,20,0.0,544,207,0,10836,0,20576,13,0.0,0.0,Sims,0
2,7,465,100,100,9,158534,None,,0,0,2,-2,227.0,170,38,None,,1,2,1.5,2.5,3,Kyle,1.5,36,0,93.3,142,34,375,False,450.6,139,56,2407,,2021-04-08T13:30:23.690691Z,47,0,0,None,0,,158534.jpg,3.2,0,0,Walker-Peters,4.2,False,None,a,16,20,256.0,147,21,87,1187347,18278,1707283,2573,0.3,18.5,Walker-Peters,4
1,11,575,50,100,9,171771,None,,0,0,2,-2,74.2,299,87,None,,2,2,0.5,1.5,1,Jan,1.0,59,1,88.6,158,40,376,False,664.4,43,11,3010,Ankle injury - 50% chance of playing,2021-05-11T22:30:20.711772Z,47,1,0,None,0,,171771.jpg,2.7,1,0,Bednarek,5.0,False,None,d,16,20,147.0,215,58,94,1433141,2862,1288959,19810,0.2,20.0,Bednarek,4
7,13,412,100,100,7,200439,None,,0,0,-3,3,451.8,61,5,None,,2,4,4.2,7.9,13,Che,4.2,50,8,187.5,35,10,377,False,535.0,81,11,2527,,2021-01-04T23:00:21.180254Z,57,0,0,None,0,,200439.jpg,3.7,0,0,Adams,4.8,False,None,a,16,20,889.0,20,13,127,1739726,40426,1724937,7665,0.7,22.3,Adams,1
0,0,12,0,0,0,213482,None,,0,0,-3,3,22.1,377,138,None,,0,2,0.0,0.0,0,Yan,0.0,4,0,6.0,436,163,378,False,26.0,432,167,101,Joined Birmingham City on loan until the end of the season on 1/2,2021-02-02T00:00:26.312723Z,47,0,0,None,0,,213482.jpg,1.0,0,0,Valery,0.0,False,None,u,16,20,12.0,399,152,3,2274,0,7779,12,0.0,0.6,Valery,0
0,0,17,0,0,0,214466,None,,0,0,-2,2,7.4,425,196,None,,0,3,0.0,0.0,0,William,0.0,5,0,3.3,449,194,379,False,16.8,451,192,171,Knee injury - Unknown return date,2021-01-16T22:30:18.551270Z,43,0,0,None,0,,214466.jpg,1.7,0,0,Smallbone,0.1,False,None,i,16,20,9.0,407,189,5,25772,60,48945,150,0.0,1.2,Smallbone,0
0,0,5,0,0,0,214470,None,,0,0,-1,1,14.8,393,150,None,,0,2,0.0,0.0,0,Jake,0.0,2,0,1.7,472,175,380,False,1.8,489,181,66,Joined Sunderland on loan until the end of the season on 29/1,2021-01-31T00:00:25.306463Z,39,0,0,None,0,,214470.jpg,1.0,0,0,Vokins,0.9,False,None,u,16,20,0.0,464,177,1,77272,0,121595,377,0.0,0.3,Vokins,0
0,0,9,100,50,0,220598,None,,0,0,-4,4,10.5,410,59,None,,0,4,0.5,0.2,2,Michael,0.5,1,0,2.0,466,62,381,False,5.6,471,60,51,,2021-01-05T02:30:24.253566Z,46,0,0,None,0,,220598.jpg,1.0,0,0,Obafemi,0.7,False,None,a,16,20,4.0,424,67,3,65217,442,200230,204,0.1,0.7,Obafemi,0
2,0,125,100,100,3,431131,None,,0,0,-1,1,81.9,285,163,None,,0,3,0.2,-0.1,1,Moussa,0.2,25,1,40.9,312,139,382,False,162.8,310,131,1139,,2021-03-10T22:00:23.785973Z,54,0,0,None,0,,431131.jpg,1.7,0,0,Djenepo,0.1,False,None,a,16,20,169.0,198,101,44,18831,44,23457,39,0.0,8.1,Djenepo,5
0,0,72,100,100,0,450527,None,,0,0,-2,2,15.4,392,149,None,,0,2,1.0,1.5,1,Mohammed,1.0,13,0,17.5,385,137,479,False,131.8,339,131,571,,2021-01-05T02:30:24.584870Z,43,0,0,None,0,,450527.jpg,1.2,0,0,Salisu,0.1,False,None,a,16,20,26.0,374,139,11,5763,208,23425,179,0.2,2.6,Salisu,0
0,0,147,None,None,2,40383,None,,0,0,0,0,0.0,498,20,None,,0,1,2.5,4.5,10,Fraser,2.5,11,0,19.1,377,24,523,False,191.0,288,24,720,,None,40,0,0,None,1,,40383.jpg,3.8,0,20,Forster,7.2,False,None,a,16,20,0.0,475,16,30,896056,17315,421211,3711,0.6,7.5,Forster,0
1,0,47,100,100,1,203389,None,,0,0,-2,2,50.7,333,175,None,,0,3,1.2,1.9,2,Nathan,1.2,9,0,22.5,365,166,524,False,32.6,426,182,606,,2021-01-14T16:00:22.604876Z,43,0,0,None,0,,203389.jpg,1.4,0,0,Tella,0.3,False,None,a,16,20,144.0,218,110,21,62735,531,56854,441,0.3,4.9,Tella,2
0,0,118,100,100,3,240143,None,,0,0,0,0,105.3,251,146,None,,0,3,0.8,1.1,1,Ibrahima,0.8,18,0,27.2,350,154,565,False,111.2,354,151,896,,2021-01-31T00:00:25.621016Z,45,0,0,None,0,,240143.jpg,1.5,0,0,Diallo,0.0,False,None,a,16,20,57.0,331,163,28,7075,137,5789,132,0.2,6.2,Diallo,2
0,0,32,None,None,0,200088,None,,0,0,0,0,12.2,401,56,None,,0,4,0.2,-0.1,0,Daniel,0.2,1,0,3.1,451,60,590,False,3.2,479,61,102,,None,45,0,0,None,0,,200088.jpg,1.0,0,0,N'Lundulu,0.2,False,None,a,16,20,16.0,392,62,13,58562,226,47915,660,0.0,2.9,N'Lundulu,0
0,0,5,None,None,0,232797,None,,0,0,0,0,0.0,514,202,None,,0,2,0.0,-0.5,0,Kayne,0.0,9,0,1.3,476,177,598,False,13.2,458,173,90,,None,40,0,0,None,0,,232797.jpg,-3.0,0,0,Ramsay,0.1,False,None,a,16,20,0.0,491,190,-3,10143,150,8131,228,0.0,-0.8,Ramsay,1
0,0,0,None,None,0,445896,None,,0,0,-1,1,0.0,592,230,None,,0,3,0.0,-0.5,0,Kgaogelo,0.0,0,0,0.0,612,232,624,False,0.0,603,229,0,,None,44,0,0,None,0,,445896.jpg,0.0,0,0,Chauke,0.0,False,None,a,16,20,0.0,577,223,0,1189,26,865,66,0.0,0.0,Chauke,0
0,0,0,None,None,0,198044,None,,0,0,0,0,0.0,507,27,None,,0,1,0.0,-0.5,0,Harry,0.0,0,0,0.0,537,53,625,False,0.0,528,54,0,,None,40,0,0,None,0,,198044.jpg,0.0,0,0,Lewis,0.0,False,None,a,16,20,0.0,484,23,0,4288,52,2571,208,0.0,0.0,Lewis,0
0,0,0,None,None,0,422306,None,,0,0,0,0,0.0,623,250,None,,0,3,0.0,-0.5,0,Will,0.0,0,0,0.0,639,251,634,False,0.0,633,250,0,,None,45,0,0,None,0,,422306.jpg,0.0,0,0,Ferry,0.0,False,None,a,16,20,0.0,609,244,0,321,9,247,12,0.0,0.0,Ferry,0
0,0,3,None,None,0,447093,None,,0,0,0,0,0.0,526,210,None,,0,2,0.0,-0.5,0,Allan,0.0,3,0,0.0,554,209,635,False,0.0,545,209,12,,None,40,0,0,None,0,,447093.jpg,0.0,0,0,Tchaptchet,0.0,False,None,a,16,20,0.0,503,198,0,1483,45,1229,121,0.0,0.0,Tchaptchet,0
0,0,6,None,None,0,456966,None,,0,0,0,0,4.4,436,198,None,,0,3,0.0,-0.5,0,Caleb,0.0,0,0,0.9,481,202,636,False,5.4,472,199,36,,None,45,0,0,None,0,,456966.jpg,0.7,0,0,Watts,0.0,False,None,a,16,20,0.0,622,255,2,614,28,444,32,0.0,0.4,Watts,1
0,0,-4,100,100,0,449781,None,,0,0,0,0,0.3,468,212,None,,0,3,0.0,-0.5,0,Alexandre,0.0,9,0,0.5,486,204,643,False,4.4,473,200,2,,2021-02-02T23:00:29.128949Z,45,0,0,None,0,,449781.jpg,-0.5,1,0,Jankewitz,0.0,False,None,a,16,20,0.0,619,252,-1,1140,50,760,61,0.0,-0.2,Jankewitz,0
0,0,0,None,None,0,447372,None,,0,0,0,0,0.0,628,254,None,,0,3,0.0,-0.5,0,Ryan,0.0,0,0,0.0,644,255,655,False,0.0,639,254,0,,None,45,0,0,None,0,,447372.jpg,0.0,0,0,Finnigan,0.0,False,None,a,16,20,0.0,616,249,0,316,5,229,16,0.0,0.0,Finnigan,0
0,12,644,100,100,11,37915,None,,0,0,1,-1,0.0,699,80,None,,0,1,4.0,4.0,2,Hugo,3.5,41,0,79.1,188,8,383,False,792.0,14,7,3150,,2020-12-05T03:00:19.701152Z,56,0,0,None,0,,37915.jpg,3.9,0,104,Lloris,6.8,False,None,a,17,6,0.0,698,78,137,871923,5912,809196,7303,0.6,24.5,Lloris,0
0,0,0,0,0,0,38290,None,,0,0,-3,3,0.0,651,236,None,,0,2,0.0,0.0,0,Danny,0.0,0,0,0.0,663,235,384,False,0.0,660,235,0,Not included in Spurs' 25-man Premier League squad,2020-10-20T22:30:19.169802Z,47,0,0,None,0,,38290.jpg,0.0,0,0,Rose,0.1,False,None,u,17,6,0.0,640,231,0,3535,0,26911,8,0.0,0.0,Rose,0
0,2,211,100,100,5,45268,None,,0,0,-3,3,94.0,265,151,None,,0,3,1.0,1.0,0,Moussa,0.5,22,0,34.5,330,147,385,False,182.0,295,126,1575,,2020-09-27T16:00:17.236494Z,47,0,0,None,0,,45268.jpg,1.8,0,0,Sissoko,0.4,False,None,a,17,6,69.0,315,158,43,47502,112,72390,148,0.1,9.1,Sissoko,3
0,4,415,100,100,9,55605,None,,0,0,-1,1,93.4,269,74,None,,1,2,3.0,3.0,1,Toby,2.5,21,1,73.9,201,55,386,False,499.2,102,38,1970,,2020-11-21T20:30:16.995842Z,54,1,0,None,0,,55605.jpg,3.6,0,0,Alderweireld,1.8,False,None,a,17,6,144.0,222,61,80,223718,3073,311576,1476,0.5,14.8,Alderweireld,2
1,0,96,100,100,1,62974,3,,0,0,-3,3,137.1,218,130,5,,0,3,1.5,1.5,1,Erik,1.0,17,1,48.4,279,132,387,False,115.2,350,149,700,,2021-03-14T20:00:21.860252Z,57,0,0,None,0,,62974.jpg,1.2,1,0,Lamela,0.1,False,None,a,17,6,236.0,154,88,28,14942,70,24819,107,0.2,4.9,Lamela,4
13,37,814,100,100,11,78830,None,,-1,1,13,-13,609.5,36,1,1,,9,4,4.5,4.5,2,Harry,4.0,35,21,322.7,3,1,388,True,1203.6,2,1,2813,,2021-04-20T15:00:22.791485Z,118,0,0,1,0,,78830.jpg,6.9,0,0,Kane,44.7,False,None,a,17,6,1418.0,3,2,222,8007076,134755,5973416,36025,0.3,18.8,Kane,1
3,4,370,100,100,6,80226,None,,0,0,-3,3,267.6,139,31,None,,1,2,5.0,5.0,1,Serge,4.5,22,2,87.4,162,41,389,False,412.2,165,66,1605,,2021-03-05T14:00:28.904336Z,52,0,0,None,0,,80226.jpg,4.2,0,0,Aurier,1.7,False,None,a,17,6,194.0,182,38,80,323958,15114,474767,3530,0.9,15.4,Aurier,0
10,26,729,100,100,12,85971,1,,0,0,6,-6,940.1,10,7,4,,9,3,8.3,8.3,7,Heung-Min,7.8,32,17,293.5,4,3,390,True,1024.6,4,2,2849,,2021-03-14T20:00:21.893998Z,96,0,0,2,0,,85971.jpg,6.4,0,0,Son,46.3,False,None,a,17,6,966.0,17,7,218,8789913,259662,7587843,18391,0.8,22.7,Son,0
0,2,421,100,100,7,93264,None,,0,0,-4,4,71.2,306,92,3,,0,2,3.0,3.0,1,Eric,2.5,32,0,70.8,214,65,391,False,534.8,82,30,2340,,2020-10-14T11:30:18.535866Z,46,0,0,None,0,,93264.jpg,2.7,0,0,Dier,2.4,False,None,a,17,6,101.0,269,85,70,776477,3667,758666,1913,0.5,15.2,Dier,3
5,5,233,100,100,4,95715,5,,-1,1,-5,5,256.3,149,98,None,,1,3,2.0,2.0,0,Lucas,1.5,18,3,87.2,163,89,392,False,319.6,208,85,1375,,2020-12-30T00:00:14.773116Z,65,0,0,None,0,,95715.jpg,2.7,0,0,Rodrigues Moura da Silva,1.6,False,None,a,17,6,298.0,120,69,79,312348,876,378089,5411,0.2,12.2,Lucas Moura,1
0,0,0,0,0,0,102884,None,,0,0,-2,2,0.0,557,50,None,,0,1,0.0,0.0,0,Paulo,0.0,0,0,0.0,582,72,393,False,0.0,572,72,0,Joined Elche on loan until the end of the season on 1/2,2021-02-01T22:30:23.896109Z,43,0,0,None,0,,102884.jpg,0.0,0,0,Gazzaniga,0.2,False,None,u,17,6,0.0,540,46,0,4988,0,21085,42,0.0,0.0,Gazzaniga,0
2,0,78,100,100,2,108823,None,,0,0,-6,6,92.2,270,153,None,,0,3,2.7,2.7,5,Bamidele,2.2,5,0,26.4,355,159,394,False,78.6,379,160,375,,2021-01-22T16:30:27.033912Z,74,0,0,4,0,,108823.jpg,1.9,0,0,Alli,0.6,False,None,a,17,6,95.0,279,138,23,43830,3526,266887,364,0.3,3.1,Alli,0
2,1,253,0,0,4,115556,None,,0,0,-5,5,136.8,220,55,None,,0,2,0.0,0.0,0,Ben,0.0,16,0,43.4,301,102,395,False,232.8,263,100,1340,Calf injury - Unknown return date,2021-03-23T13:30:28.736756Z,45,0,0,None,0,,115556.jpg,2.6,0,0,Davies,0.6,False,None,i,17,6,65.0,321,108,52,131205,33,269870,426,0.0,11.6,Davies,1
3,3,505,100,100,11,132015,None,,0,0,-1,1,273.6,134,88,None,,0,3,2.3,2.3,2,Pierre-Emile,1.8,41,1,100.6,123,72,396,False,628.2,54,18,3150,,2021-01-05T23:00:23.197626Z,49,0,0,None,0,,132015.jpg,2.6,0,0,Højbjerg,0.9,False,None,a,17,6,103.0,266,131,90,178320,1549,201839,1339,0.4,18.4,Højbjerg,8
0,0,90,100,100,1,157668,None,,0,0,-4,4,56.9,322,170,None,,0,3,1.0,1.0,0,Harry,0.5,12,0,17.1,387,174,397,False,99.2,365,156,672,,2020-11-20T14:00:27.542715Z,51,0,0,None,0,,157668.jpg,1.2,0,0,Winks,0.1,False,None,a,17,6,16.0,393,182,15,5617,30,14571,45,0.1,2.9,Winks,4
0,3,240,None,None,4,173904,None,,0,0,-3,3,9.9,416,157,None,,0,2,0.5,0.5,0,Davinson,0.0,20,0,42.5,303,103,398,False,301.8,219,86,1396,,None,52,1,0,None,0,,173904.jpg,2.5,0,0,Sánchez,0.8,False,None,a,17,6,112.0,255,77,42,71299,147,106715,920,0.0,8.1,Sánchez,1
0,0,0,0,0,0,184349,None,,0,0,-3,3,0.0,657,238,None,,0,2,0.0,0.0,0,Ryan,0.0,0,0,0.0,668,237,399,False,0.0,665,237,0,Joined Hoffenheim on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T09:30:18.086610Z,47,0,0,None,0,,184349.jpg,0.0,0,0,Sessegnon,0.1,False,None,u,17,6,0.0,647,234,0,1050,0,16592,3,0.0,0.0,Sessegnon,0
4,0,99,100,100,5,194252,6,,0,0,-5,5,163.2,207,127,None,,0,3,1.7,1.7,0,Steven,1.2,11,0,38.8,318,142,400,False,108.6,358,153,1064,,2020-11-27T13:30:25.449944Z,70,0,0,None,0,,194252.jpg,2.4,0,0,Bergwijn,0.4,False,None,a,17,6,121.0,246,124,45,35693,109,112891,152,0.2,6.4,Bergwijn,2
0,0,0,0,0,0,195774,None,,0,0,-3,3,0.0,658,271,None,,0,3,0.0,0.0,0,Gedson,0.0,0,0,0.0,669,271,401,False,0.0,666,271,0,Loan deal ended on 1/2,2021-02-01T19:00:20.064893Z,47,0,0,None,0,,195774.jpg,0.0,0,0,Carvalho Fernandes,0.1,False,None,u,17,6,0.0,649,268,0,3097,0,8445,11,0.0,0.0,Fernandes,0
0,0,53,100,100,1,199584,None,,0,0,-1,1,23.6,374,135,None,,0,2,0.5,0.5,0,Japhet,0.0,6,0,11.4,407,151,402,False,55.4,405,155,315,,2020-12-15T14:30:17.643336Z,49,0,0,None,0,,199584.jpg,2.0,0,0,Tanganga,0.1,False,None,a,17,6,36.0,357,129,8,3420,31,9618,59,0.0,1.6,Tanganga,1
1,0,133,100,100,4,200826,4,,0,0,-1,1,209.6,180,113,6,,0,3,2.3,2.3,2,Giovani,1.8,10,1,49.6,278,131,403,False,157.2,317,136,871,,2020-12-20T17:30:22.999355Z,69,0,0,None,0,,200826.jpg,1.9,0,0,Lo Celso,0.4,False,None,a,17,6,133.0,238,119,32,15786,146,48585,107,0.3,4.6,Lo Celso,5
0,0,0,0,0,0,209042,None,,0,0,-1,1,0.0,583,222,None,,0,3,0.0,0.0,0,Oliver,0.0,0,0,0.0,603,224,404,False,0.0,594,221,0,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,44,0,0,None,0,,209042.jpg,0.0,0,0,Skipp,0.0,False,None,u,17,6,0.0,567,214,0,1848,0,3363,2,0.0,0.0,Skipp,0
3,7,400,100,100,12,231372,None,,0,0,-1,1,268.2,137,89,None,,1,3,2.3,2.3,1,Tanguy,1.8,24,3,95.7,138,78,405,False,405.4,171,65,2062,,2021-02-01T00:30:32.325076Z,59,0,0,None,0,,231372.jpg,3.1,0,0,Ndombele,0.6,False,None,a,17,6,281.0,130,76,97,139319,390,131222,1423,0.3,16.4,Ndombele,3
0,0,0,0,0,0,234908,None,,0,0,-2,2,0.0,569,229,None,,0,2,0.0,0.0,0,Juan,0.0,0,0,0.0,592,228,406,False,0.0,582,228,0,Joined Villarreal on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-05T21:30:11.646440Z,43,0,0,None,0,,234908.jpg,0.0,0,0,Foyth,0.1,False,None,u,17,6,0.0,552,223,0,1531,0,9823,5,0.0,0.0,Foyth,0
2,4,197,100,100,4,87835,None,,0,0,-4,4,161.2,210,52,None,,1,2,0.5,0.5,0,Matt,0.0,13,0,44.3,296,98,457,False,219.8,274,107,1141,,2021-03-29T22:00:25.918556Z,56,0,0,None,0,,87835.jpg,3.0,1,0,Doherty,3.9,False,None,a,17,6,61.0,329,114,45,233075,628,1538765,565,0.0,8.0,Doherty,2
0,0,0,100,100,0,15749,None,,0,0,-3,3,0.0,542,40,None,,0,1,0.5,0.5,0,Joe,0.0,0,0,0.0,569,64,482,False,0.0,560,65,0,,2020-08-20T13:00:12.071870Z,42,0,0,None,0,,15749.jpg,0.0,0,0,Hart,0.6,False,None,a,17,6,0.0,522,36,0,15170,99,49408,169,0.0,0.0,Hart,0
0,0,0,0,0,0,168763,None,,0,0,-1,1,0.0,485,188,None,,0,2,0.0,0.0,0,Cameron,0.0,0,0,0.0,516,188,521,False,0.0,507,188,0,Joined Bournemouth on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:12.318900Z,39,0,0,None,0,,168763.jpg,0.0,0,0,Carter-Vickers,0.2,False,None,u,17,6,0.0,460,174,0,18844,0,34603,44,0.0,0.0,Carter-Vickers,0
5,4,366,100,100,7,199249,None,,0,0,1,-1,270.5,136,30,None,,0,2,3.5,3.5,0,Sergio,3.0,27,0,82.3,181,47,542,False,332.8,200,79,1974,,2021-03-22T11:00:30.395299Z,56,0,0,None,0,,199249.jpg,3.3,0,0,Reguilón,4.4,False,None,a,17,6,218.0,169,31,80,1259213,12298,999278,8762,0.5,14.3,Reguilón,5
2,13,298,100,100,4,36903,2,,1,-1,-3,3,213.4,177,111,2,,3,3,8.5,8.5,2,Gareth,8.0,12,9,106.4,111,65,543,False,457.0,134,48,784,,2021-02-11T00:00:28.318037Z,92,0,0,3,0,,36903.jpg,5.4,0,0,Bale,4.7,False,None,a,17,6,394.0,88,51,92,1640857,89279,1288318,16017,0.9,10.0,Bale,1
0,0,38,100,100,1,245824,None,,0,0,-1,1,26.9,370,54,None,,0,4,0.5,0.5,0,Carlos Vinicius,0.0,2,1,22.0,367,51,564,False,52.6,408,51,305,,2020-12-30T00:00:15.235264Z,69,0,0,None,0,,245824.jpg,1.4,0,0,Alves Morais,0.1,False,None,a,17,6,142.0,226,51,13,28558,87,27274,177,0.0,1.9,Carlos Vinicius,2
0,3,164,None,None,2,214225,None,,0,0,0,0,3.6,438,169,None,,1,2,0.7,0.7,0,Joe,0.2,12,0,17.5,386,138,584,False,164.2,308,118,731,,None,50,0,0,None,0,,214225.jpg,2.4,0,0,Rodon,0.1,False,None,a,17,6,6.0,420,160,26,17524,40,13841,523,0.0,5.2,Rodon,0
0,0,0,None,None,0,496179,None,,0,0,-1,1,0.0,596,234,None,,0,3,0.5,0.5,0,Alfie,0.0,0,0,0.0,616,236,650,False,0.0,608,233,0,,None,44,0,0,None,0,,496179.jpg,0.0,0,0,Devine,0.0,False,None,a,17,6,0.0,582,228,0,1502,26,1030,70,0.0,0.0,Devine,0
0,0,3,100,100,0,490145,None,,0,0,0,0,0.0,642,79,None,,0,4,0.5,0.5,0,Dane,0.0,0,0,0.0,657,81,666,False,0.0,653,77,1,,2021-04-15T13:00:23.589830Z,45,0,0,None,0,,490145.jpg,1.0,0,0,Scarlett,0.0,False,None,a,17,6,0.0,632,81,1,4999,74,3967,108,0.0,0.2,Scarlett,0
2,1,244,100,0,6,154043,None,,0,0,-4,4,103.5,255,69,None,,0,2,0.8,0.0,0,Ainsley,1.8,18,0,41.9,307,105,15,False,197.6,282,111,1547,,2021-04-30T23:30:23.332819Z,46,0,0,None,0,,154043.jpg,2.8,0,0,Maitland-Niles,0.8,False,None,a,18,35,119.0,248,72,64,96856,349,187370,660,0.4,13.9,Maitland-Niles,2
0,0,18,None,None,0,50093,None,,0,0,-1,1,0.0,482,14,None,,0,1,-1.0,-1.0,0,David,0.0,2,0,2.3,460,31,56,False,23.4,437,31,90,,None,39,0,0,None,0,,50093.jpg,2.0,0,4,Button,3.7,False,None,a,18,35,0.0,457,10,2,272583,3941,324763,2618,0.0,0.5,Button,0
3,8,275,100,100,3,171975,None,,0,0,-3,3,236.2,164,23,None,,2,4,0.5,0.5,2,Callum,1.5,40,5,83.0,177,32,358,False,259.0,250,28,1492,,2020-11-12T11:30:20.560757Z,52,0,0,None,0,,171975.jpg,2.9,0,0,Robinson,0.9,False,None,a,18,35,342.0,100,37,77,319718,1003,284162,4911,0.3,14.8,Callum Robinson,0
0,0,107,100,100,0,42427,None,,0,0,-2,2,65.1,315,99,None,,0,2,-1.0,-1.0,0,Kieran,0.0,25,0,20.8,371,129,407,False,132.0,338,130,810,,2021-02-18T20:00:21.107583Z,43,0,0,None,0,,42427.jpg,0.5,1,0,Gibbs,0.1,False,None,a,18,35,10.0,402,154,5,10989,25,54932,46,0.0,1.2,Gibbs,1
0,0,13,100,100,0,49440,None,,0,0,-3,3,27.9,369,53,None,,0,4,-0.8,-0.8,0,Hal,0.2,7,0,8.5,417,56,408,False,18.2,446,54,345,,2020-12-06T22:30:19.880213Z,52,0,0,2,0,,49440.jpg,0.9,0,0,Robson-Kanu,0.1,False,None,a,18,35,41.0,353,56,14,11860,45,34763,76,0.0,2.7,Robson-Kanu,2
0,0,101,100,100,1,49944,None,,0,0,-3,3,72.6,301,167,None,,0,3,-1.0,-1.0,0,Jake,0.0,34,0,25.9,356,160,409,False,136.6,336,143,1226,,2020-12-20T22:00:22.999308Z,47,1,0,None,0,,49944.jpg,1.4,1,0,Livermore,0.0,False,None,a,18,35,53.0,335,165,24,5482,23,15107,14,0.0,5.1,Livermore,2
1,0,29,100,100,0,49957,5,,0,0,-3,3,35.2,355,180,None,,0,3,-1.0,-1.0,0,Kamil,0.0,5,0,7.2,424,186,410,False,22.4,440,190,147,,2020-10-20T22:30:19.255186Z,52,0,0,None,0,,49957.jpg,2.7,0,0,Grosicki,0.0,False,None,a,18,35,15.0,394,183,8,1090,11,7919,13,0.0,1.5,Grosicki,0
1,3,208,100,100,3,50229,3,,0,0,-4,4,358.4,87,61,2,,0,3,0.5,0.5,2,Matt,1.5,34,2,91.8,147,81,411,False,265.0,246,103,1545,,2020-09-14T10:30:13.911211Z,51,0,0,None,0,,50229.jpg,2.1,0,0,Phillips,0.1,False,None,a,18,35,294.0,122,70,63,7536,44,13469,119,0.3,12.4,Phillips,1
1,3,396,100,100,5,59940,None,,0,0,-1,1,71.1,307,93,None,,1,2,0.0,0.0,1,Kyle,1.0,45,3,91.0,150,36,412,False,612.0,58,18,2313,,2021-04-14T09:30:17.899477Z,44,0,0,None,0,,59940.jpg,2.8,0,0,Bartley,0.3,False,None,a,18,35,227.0,164,28,76,60575,258,55433,874,0.2,17.3,Bartley,4
