assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,100,100,0,20066,None,,0,0,-2,2,0.0,546,43,None,,0,1,0.0,0.5,0,Wayne,0.0,0,0,0.0,572,66,126,False,0.0,562,66,0,,2020-10-15T01:00:16.946989Z,43,0,0,None,0,,20066.jpg,0.0,0,0,Hennessey,0.3,False,None,a,6,31,0.0,529,39,0,8117,60,47424,88,0.0,0.0,Hennessey,0
0,0,33,0,25,0,40784,None,,0,0,-1,1,1.6,444,173,None,,0,2,0.0,0.1,0,Mamadou,0.0,8,0,4.5,444,166,127,False,36.6,422,162,275,Lack of match fitness - Unknown return date,2021-04-30T14:00:21.247957Z,44,0,0,None,0,,40784.jpg,1.0,0,0,Sakho,0.1,False,None,i,6,31,6.0,417,159,4,26459,11,30594,40,0.0,0.9,Sakho,0
0,15,613,None,None,8,40836,None,,0,0,-2,2,0.0,665,69,None,,4,1,2.8,6.1,8,Vicente,2.8,59,0,79.2,187,7,128,False,789.6,15,8,3150,,None,48,0,0,None,1,,40836.jpg,3.5,0,104,Guaita,4.0,False,None,a,6,31,0.0,657,66,121,609177,2613,529053,11794,0.6,25.2,Guaita,2
0,2,75,100,100,2,49413,None,,0,0,-1,1,0.8,456,176,None,,0,2,0.0,0.5,0,James,0.0,8,0,7.6,420,155,129,False,65.2,395,151,387,,2021-04-30T14:00:21.264866Z,44,0,0,None,0,,49413.jpg,3.0,0,0,Tomkins,0.0,False,None,a,6,31,10.0,404,155,15,7713,42,8084,21,0.0,3.4,Tomkins,1
2,3,228,25,25,4,50471,None,,0,0,-3,3,202.2,184,115,None,,0,3,0.0,0.1,0,James,0.0,26,0,55.2,258,120,130,False,285.2,230,96,1465,Calf injury - 25% chance of playing,2021-02-01T19:30:26.153343Z,52,0,0,None,0,,50471.jpg,2.5,0,0,McArthur,0.1,False,None,d,6,31,65.0,322,161,45,8188,12,19949,37,0.0,8.7,McArthur,3
0,0,92,100,100,2,50472,5,,0,0,-2,2,49.0,337,177,None,,0,3,0.2,0.9,0,James,0.2,10,0,14.5,393,175,131,False,88.0,371,158,576,,2021-03-04T12:30:27.616541Z,43,0,0,None,0,,50472.jpg,1.5,0,0,McCarthy,0.7,False,None,a,6,31,8.0,410,191,20,142489,227,267004,377,0.0,4.7,McCarthy,1
2,12,284,100,100,5,54861,None,,0,0,0,0,211.8,179,28,None,,3,4,4.8,10.1,15,Christian,4.8,31,8,156.5,51,17,132,False,433.2,148,17,1640,,2021-01-02T17:30:14.117437Z,55,0,0,None,0,,54861.jpg,3.3,1,0,Benteke,1.4,False,None,a,6,31,922.0,19,12,93,272991,20991,193414,6160,0.9,16.9,Benteke,0
0,2,417,None,None,8,55037,None,,0,0,-2,2,89.6,274,154,None,,0,3,1.8,4.1,4,Cheikhou,1.8,49,1,74.9,199,105,133,False,530.8,86,27,2853,,None,48,0,0,None,0,,55037.jpg,2.3,0,0,Kouyaté,0.3,False,None,a,6,31,128.0,244,122,77,88784,395,92794,365,0.4,16.0,Kouyaté,3
1,6,331,100,100,7,55494,None,,0,0,-2,2,104.6,252,67,None,,1,2,2.0,4.5,6,Joel,2.0,36,0,46.6,284,92,134,False,333.8,199,78,1985,,2021-02-05T14:00:21.130904Z,43,0,0,None,0,,55494.jpg,2.8,0,0,Ward,1.4,False,None,a,6,31,28.0,372,137,64,174217,2069,199252,6394,0.5,14.9,Ward,4
0,0,0,100,100,0,58786,None,,0,0,-4,4,0.0,541,220,None,,0,2,0.0,0.5,0,Martin,0.0,0,0,0.0,568,219,135,False,0.0,559,219,0,,2020-12-04T19:00:20.235749Z,41,0,0,None,0,,58786.jpg,0.0,0,0,Kelly,0.2,False,None,a,6,31,0.0,518,208,0,13266,79,81913,115,0.0,0.0,Kelly,0
0,0,0,0,25,0,59125,None,,0,0,-1,1,0.0,578,72,None,,0,4,0.0,0.1,0,Connor,0.0,0,0,0.0,600,74,136,False,0.0,591,68,0,Lack of match fitness - Unknown return date,2021-04-09T14:00:21.421818Z,44,0,0,None,0,,59125.jpg,0.0,0,0,Wickham,0.5,False,None,i,6,31,0.0,562,73,0,94677,143,149734,583,0.0,0.0,Wickham,0
4,6,321,None,None,7,60252,2,,0,0,-5,5,560.7,39,30,4,,0,3,1.5,3.5,3,Andros,1.5,30,1,122.4,86,50,137,False,430.4,152,57,1980,,None,55,0,0,None,0,,60252.jpg,2.7,0,0,Townsend,1.1,False,None,a,6,31,229.0,161,91,83,400752,228,416459,539,0.3,15.1,Townsend,0
1,3,332,100,100,7,66975,3,,0,0,-4,4,329.6,105,71,1,,1,3,1.5,3.5,3,Luka,1.5,47,1,88.4,160,87,138,False,410.8,167,62,2357,,2021-01-03T17:30:23.119822Z,56,0,1,1,0,,66975.jpg,2.0,1,0,Milivojevic,0.3,False,None,a,6,31,143.0,224,113,63,19220,136,66969,536,0.3,11.2,Milivojevic,8
2,5,308,25,100,4,74230,4,,0,0,-1,1,195.2,187,42,2,,0,2,0.1,0.9,0,Patrick,0.2,36,0,68.9,223,70,139,False,296.6,223,87,1773,Personal Reasons - 25% chance of playing,2021-05-14T13:30:26.024848Z,54,0,0,2,0,,74230.jpg,2.5,0,0,van Aanholt,0.5,False,None,d,6,31,198.0,180,36,53,167216,673,150106,4167,0.0,9.8,van Aanholt,2
4,2,207,100,100,6,80146,None,,0,0,-4,4,234.5,165,24,None,,0,4,1.2,2.9,2,Jordan,1.2,38,1,92.0,146,27,140,False,269.6,243,26,1985,,2020-10-18T17:30:11.950512Z,56,0,0,4,0,,80146.jpg,2.2,0,0,Ayew,1.4,False,None,a,6,31,418.0,83,32,68,211641,371,558546,1268,0.2,12.1,Ayew,3
4,11,326,100,100,6,82403,None,,0,0,2,-2,368.3,83,58,None,,3,3,3.2,6.9,4,Wilfried,3.2,45,10,173.3,40,25,141,False,511.2,95,31,2342,,2021-02-02T23:00:28.387019Z,72,0,0,3,0,,82403.jpg,4.7,0,0,Zaha,11.3,False,None,a,6,31,854.0,26,13,126,4293268,16883,4333645,31601,0.4,17.5,Zaha,5
3,3,180,100,100,5,86417,None,,0,0,-2,2,212.6,178,112,None,,1,3,1.5,3.5,4,Jeffrey,1.5,20,2,78.4,191,101,142,False,300.6,220,91,1203,,2021-01-02T17:30:14.150779Z,53,0,0,None,0,,86417.jpg,2.5,0,0,Schlupp,0.1,False,None,a,6,31,272.0,136,80,61,15572,58,20801,82,0.3,11.5,Schlupp,2
0,0,0,0,0,0,141020,None,,0,0,-3,3,0.0,655,270,None,,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,666,270,143,False,0.0,663,270,0,Left the club on 15/1,2021-01-15T23:30:26.650176Z,47,0,0,None,0,,141020.jpg,0.0,0,0,Meyer,0.0,False,None,u,6,31,0.0,644,267,0,2134,0,5214,9,0.0,0.0,Meyer,0
0,4,241,100,100,4,173954,None,,0,0,-1,1,148.8,214,129,None,,1,3,1.2,2.9,3,Jairo,1.2,35,2,50.5,274,128,144,False,268.2,244,102,1712,,2020-10-24T17:00:21.697186Z,44,0,0,None,0,,173954.jpg,2.0,0,0,Riedewald,0.7,False,None,a,6,31,86.0,290,143,62,271949,491,245565,830,0.3,14.1,Riedewald,3
0,0,0,0,25,0,232423,None,,0,0,-2,2,0.0,476,185,None,,0,2,0.0,0.1,0,Nathan,0.0,0,0,0.0,508,185,145,False,0.0,499,185,0,Lack of match fitness - Unknown return date,2020-08-26T09:30:07.992498Z,38,0,0,None,0,,232423.jpg,0.0,0,0,Ferguson,0.5,False,None,i,6,31,0.0,449,169,0,68030,528,144703,689,0.0,0.0,Ferguson,0
1,2,226,100,100,4,244723,None,,0,0,-2,2,55.4,326,105,None,,1,2,2.0,4.5,7,Tyrick,2.0,25,0,36.6,325,113,146,False,283.0,234,93,1440,,2021-03-02T23:00:28.697972Z,38,0,0,None,0,,244723.jpg,2.7,0,0,Mitchell,12.0,False,None,a,6,31,27.0,373,138,43,2358099,30056,2499386,7008,0.5,11.3,Mitchell,1
0,0,0,0,0,0,466955,None,,0,0,-2,2,0.0,573,219,None,,0,3,0.0,0.0,0,Brandon,0.0,0,0,0.0,596,221,147,False,0.0,587,218,0,Joined Kilmarnock on loan until the end of the season on 1/2,2021-02-01T21:00:20.102800Z,43,0,0,None,0,,466955.jpg,0.0,0,0,Pierrick,0.1,False,None,u,6,31,0.0,556,211,0,10842,0,15755,32,0.0,0.0,Pierrick,0
1,1,233,100,100,2,19188,None,,0,0,-3,3,17.0,388,146,None,,0,2,1.5,3.5,4,Scott,1.5,24,1,40.3,314,108,486,False,284.6,231,91,1350,,2021-01-07T18:30:17.505449Z,42,0,0,None,0,,19188.jpg,2.6,0,0,Dann,0.5,False,None,a,6,31,99.0,270,86,39,107862,310,134785,960,0.4,9.3,Dann,1
6,15,441,100,100,6,232413,1,,0,0,-2,2,626.4,32,25,3,,3,3,6.2,12.9,16,Eberechi,6.2,49,4,142.2,65,37,489,False,491.2,109,39,2465,,2020-11-17T23:00:19.063388Z,58,0,0,None,0,,232413.jpg,3.5,0,0,Eze,1.5,False,None,a,6,31,303.0,119,68,115,315372,33852,254253,4385,1.1,19.8,Eze,3
0,0,0,0,0,0,221272,None,,0,0,0,0,0.0,510,199,None,,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,539,199,522,False,0.0,530,199,0,Joined Plymouth Argyle on loan until the end of the season on 31/11,2021-01-31T20:30:26.390128Z,40,0,0,None,0,,221272.jpg,0.0,0,0,Woods,0.4,False,None,u,6,31,0.0,487,187,0,62844,0,58684,139,0.0,0.0,Woods,0
0,0,0,0,0,0,114536,None,,0,0,0,0,0.0,503,197,None,,0,2,0.0,0.0,0,Ryan,0.0,0,0,0.0,533,197,534,False,0.0,524,197,0,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,0,0,None,0,,114536.jpg,0.0,0,0,Inniss,0.0,False,None,u,6,31,0.0,480,185,0,4884,0,6516,3,0.0,0.0,Inniss,0
1,0,172,75,100,2,57328,None,,0,0,0,0,84.3,281,78,None,,0,2,0.0,0.5,0,Nathaniel,0.0,22,0,27.2,349,125,577,False,150.8,325,124,1145,Illness - 75% chance of playing,2021-05-14T13:30:26.970520Z,45,0,0,None,0,,57328.jpg,2.2,0,0,Clyne,0.1,False,None,d,6,31,34.0,363,133,28,60346,60,57683,104,0.0,6.2,Clyne,2
0,0,0,None,None,0,42525,None,,0,0,0,0,0.0,499,21,None,,0,1,0.0,0.5,0,Stephen,0.0,0,0,0.0,529,47,578,False,0.0,520,48,0,,None,40,0,0,None,0,,42525.jpg,0.0,0,0,Henderson,0.4,False,None,a,6,31,0.0,476,17,0,61897,132,38631,374,0.0,0.0,Henderson,0
0,0,0,100,100,0,105666,None,,0,0,0,0,0.0,603,63,None,,0,1,0.0,0.5,0,Jack,0.0,0,0,0.0,622,79,586,False,0.0,614,79,0,,2020-10-23T13:30:19.850079Z,45,0,0,None,0,,105666.jpg,0.0,0,0,Butland,0.1,False,None,a,6,31,0.0,589,59,0,5901,26,5038,58,0.0,0.0,Butland,0
0,2,45,100,100,0,231747,None,,0,0,-6,6,16.2,390,55,None,,0,4,0.5,1.5,1,Jean-Philippe,0.5,4,1,14.0,396,52,641,False,46.6,411,52,215,,2021-01-25T15:30:25.996892Z,54,0,0,None,0,,231747.jpg,2.1,0,0,Mateta,0.0,False,None,a,6,31,80.0,299,53,15,15115,56,13069,131,0.1,2.8,Mateta,0
0,0,0,None,None,0,223824,None,,0,0,0,0,0.0,511,200,None,,0,2,0.0,0.5,0,Reece,0.0,0,0,0.0,540,200,675,False,0.0,531,200,0,,None,40,0,0,None,0,,223824.jpg,0.0,0,0,Hannam,0.0,False,None,a,6,31,0.0,488,188,0,654,30,444,41,0.0,0.0,Hannam,0
0,0,0,None,None,0,450542,None,,0,0,0,0,0.0,631,257,None,,0,3,0.0,0.5,0,Jesurun,0.0,0,0,0.0,647,258,688,False,0.0,642,257,0,,None,45,0,0,None,0,,450542.jpg,0.0,0,0,Rak-Sakyi,0.0,False,None,a,6,31,0.0,621,254,0,147,17,93,14,0.0,0.0,Rak-Sakyi,0
0,0,48,100,100,0,41823,None,,0,0,-2,2,29.8,366,183,None,,0,3,0.9,0.3,1,Fabian,0.4,6,0,6.8,427,188,149,False,37.0,421,179,260,,2021-03-03T13:30:26.783537Z,48,0,0,None,0,,41823.jpg,1.0,0,0,Delph,0.0,False,None,a,7,11,1.0,447,204,8,2792,37,5473,21,0.1,1.7,Delph,1
4,13,422,100,100,9,55422,2,,0,0,-1,1,538.6,45,33,1,,3,3,5.5,9.5,5,Gylfi,5.0,26,6,148.4,58,33,150,False,493.0,107,37,2056,,2021-03-12T14:00:27.947383Z,69,0,0,1,0,,55422.jpg,3.5,0,0,Sigurdsson,4.0,False,None,a,7,11,450.0,74,43,116,548018,48775,357307,11163,0.7,16.8,Sigurdsson,2
0,0,0,0,0,0,57513,None,,0,0,-2,2,0.0,549,45,None,,0,1,0.0,0.0,0,Jonas,0.0,0,0,0.0,574,67,151,False,0.0,564,67,0,Transferred to FC Midtjylland,2021-02-02T08:42:26.111617Z,43,0,0,None,0,,57513.jpg,0.0,0,0,Lössl,0.1,False,None,u,7,11,0.0,532,41,0,3190,0,10519,22,0.0,0.0,Lössl,0
3,4,336,100,100,7,59949,None,,0,0,-1,1,252.7,153,32,None,,1,2,5.3,9.1,12,Seamus,4.8,18,0,69.5,218,67,152,False,305.8,215,83,1436,,2021-03-05T00:00:28.838960Z,49,0,0,None,0,,59949.jpg,3.2,0,0,Coleman,3.1,False,None,a,7,11,137.0,233,66,73,442768,29907,285210,2978,1.0,14.9,Coleman,0
0,0,12,0,0,0,66838,None,,0,0,0,0,11.6,405,58,None,,0,4,0.0,0.0,0,Cenk,0.0,3,0,1.8,471,65,153,False,2.2,487,64,44,Joined Besiktas on loan until the end of the season on 1/2,2021-02-01T19:00:19.507548Z,60,0,0,None,0,,66838.jpg,0.8,0,0,Tosun,0.0,False,None,u,7,11,4.0,428,69,4,7789,0,8573,8,0.0,0.7,Tosun,1
0,1,69,100,100,2,100649,None,,0,0,-3,3,129.8,232,138,None,,0,3,0.7,-0.1,0,Bernard,0.2,5,1,30.6,343,151,154,False,99.4,363,155,404,,2021-04-02T14:00:27.425119Z,57,0,0,None,0,,100649.jpg,1.9,0,0,Anício Caldeira Duarte,0.1,False,None,a,7,11,78.0,304,149,19,12901,82,21786,77,0.0,3.3,Bernard,2
9,16,531,100,100,8,101188,3,,1,-1,2,-2,628.8,31,7,3,,2,2,6.1,10.7,14,Lucas,5.6,36,0,130.3,73,11,155,False,538.8,80,29,2411,,2021-02-11T00:00:27.483772Z,62,0,0,None,0,,101188.jpg,4.1,1,0,Digne,12.2,False,None,a,7,11,133.0,237,68,110,2273134,119016,2087439,5432,0.9,17.7,Digne,2
1,12,597,100,100,10,106611,None,,0,0,0,0,66.3,313,97,None,,3,2,3.1,4.7,12,Michael,2.6,37,3,102.3,118,22,156,False,736.8,23,4,2719,,2021-04-23T23:00:17.234660Z,50,0,0,None,0,,106611.jpg,3.7,0,0,Keane,6.5,False,None,a,7,11,220.0,167,30,118,1171732,63344,876130,3609,0.5,23.6,Keane,4
0,8,506,100,100,9,111234,None,,0,0,-2,2,10.1,411,4,None,,2,1,5.3,9.1,12,Jordan,4.8,33,0,61.7,242,16,157,False,607.0,59,16,2472,,2021-04-02T14:00:27.450320Z,48,0,0,None,0,,111234.jpg,3.7,0,78,Pickford,5.4,False,None,a,7,11,0.0,664,68,103,732165,31480,876395,2608,1.0,21.5,Pickford,1
1,0,215,100,100,5,120250,4,,0,0,-2,2,243.1,158,103,None,,0,3,1.7,1.9,1,André Filipe,1.2,22,0,52.5,270,125,158,False,184.8,293,125,1543,,2021-04-16T23:30:19.872838Z,53,0,0,None,0,,120250.jpg,1.8,0,0,Tavares Gomes,0.2,False,None,a,7,11,103.0,267,132,46,25530,108,44760,127,0.2,8.7,André Gomes,3
3,1,253,100,100,5,153133,None,,0,0,-1,1,262.1,144,93,None,,1,3,1.5,1.5,1,Alex,1.0,19,1,75.8,196,104,159,False,261.8,248,105,1497,,2021-04-05T20:00:22.215185Z,59,0,0,None,0,,153133.jpg,2.2,0,0,Iwobi,0.2,False,None,a,7,11,233.0,156,89,64,37923,281,43656,278,0.2,10.8,Iwobi,0
0,0,19,0,0,0,153673,None,,0,0,-2,2,8.1,421,160,None,,0,2,0.0,0.0,0,Jonjoe,0.0,1,0,2.8,452,168,160,False,11.0,462,176,78,Joined Celtic on loan until the end of the season on 1/2,2021-02-01T22:00:27.167113Z,43,0,0,None,0,,153673.jpg,1.2,0,0,Kenny,0.1,False,None,u,7,11,8.0,411,157,5,7972,0,20423,14,0.0,1.2,Kenny,0
0,0,1,0,0,0,160987,None,,0,0,0,0,0.9,455,205,None,,0,3,0.0,0.0,0,Jean-Philippe,0.0,1,0,0.5,487,205,161,False,3.8,477,203,11,Knee injury - Expected back 10 Jun,2021-04-12T20:00:19.874095Z,50,0,0,None,0,,160987.jpg,1.0,0,0,Gbamin,0.0,False,None,i,7,11,0.0,682,280,1,687,13,627,3,0.0,0.2,Gbamin,0
0,6,372,75,100,5,164511,None,,0,0,0,0,22.3,376,137,None,,1,2,1.6,2.7,7,Yerry,1.6,22,2,69.3,219,68,162,False,475.4,121,44,1846,Muscle injury - 75% chance of playing,2021-05-12T13:00:21.419437Z,55,0,0,None,0,,164511.jpg,3.1,0,0,Mina,1.7,False,None,d,7,11,192.0,185,40,72,410584,1534,428787,1425,0.3,13.1,Mina,2
1,1,197,100,100,5,173807,None,,0,0,-3,3,107.1,249,145,None,,0,3,1.5,1.5,3,Tom,1.0,18,0,33.3,334,149,163,False,196.4,283,120,1319,,2021-04-01T11:00:26.662677Z,52,0,0,None,0,,173807.jpg,1.9,0,0,Davies,0.1,False,None,a,7,11,30.0,369,177,44,6483,94,12253,52,0.2,8.5,Davies,3
6,21,513,100,100,10,177815,None,,1,-1,6,-6,282.6,130,17,None,,3,4,4.7,7.9,11,Dominic,4.2,33,16,227.9,16,6,164,False,721.8,27,5,2601,,2021-04-12T20:00:19.890611Z,76,0,0,None,0,,177815.jpg,5.3,0,0,Calvert-Lewin,33.2,False,None,a,7,11,1278.0,8,5,159,8904682,259536,7505025,11806,0.6,20.9,Calvert-Lewin,3
0,4,402,100,100,9,194164,None,,0,0,-2,2,114.4,239,61,None,,1,2,3.3,5.1,7,Mason,2.8,26,1,60.9,246,79,165,False,411.8,166,67,2150,,2020-09-06T01:30:17.999031Z,48,0,0,None,0,,194164.jpg,3.2,0,0,Holgate,1.1,False,None,a,7,11,80.0,298,100,79,238677,5113,172073,1575,0.6,16.5,Holgate,8
6,15,373,100,100,10,212319,None,,0,0,-2,2,319.5,113,13,None,,1,4,3.1,4.7,4,Richarlison,2.6,32,6,183.2,37,11,166,False,512.2,94,12,2605,,2021-01-11T14:00:23.066552Z,78,0,0,2,0,,212319.jpg,3.6,1,0,de Andrade,8.0,False,None,a,7,11,1001.0,15,10,111,1748459,17606,1879554,16741,0.3,14.2,Richarlison,3
0,0,10,None,None,0,222627,None,,0,0,-2,2,0.0,567,54,None,,0,1,0.5,-0.5,0,João,0.0,0,0,2.5,456,30,167,False,25.0,435,30,47,,None,43,0,0,None,0,,222627.jpg,2.0,0,3,Virgínia,0.1,False,None,a,7,11,0.0,550,50,2,3100,28,5976,60,0.0,0.5,Virgínia,0
0,0,11,0,0,0,232826,None,,0,0,-2,2,12.7,399,191,None,,0,3,0.0,0.0,0,Anthony,0.0,0,0,3.1,450,195,168,False,14.4,454,194,87,Joined Preston North End on loan until the end of the season on 1/2,2021-02-02T00:00:25.947313Z,43,0,0,None,0,,232826.jpg,1.0,0,0,Gordon,0.4,False,None,u,7,11,4.0,421,197,3,112153,0,144867,166,0.0,0.7,Gordon,0
0,0,1,0,0,0,242058,None,,0,0,-3,3,1.3,450,65,None,,0,4,0.0,0.0,0,Moise,0.0,0,0,0.9,482,66,169,False,0.0,698,88,13,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,57,0,0,None,0,,242058.jpg,1.0,0,0,Kean,0.2,False,None,u,7,11,11.0,401,63,2,8011,0,36315,8,0.0,0.4,Kean,0
0,0,0,0,0,0,480455,None,,0,0,-1,1,0.0,493,194,None,,0,2,0.0,0.0,0,Jarrad,0.0,0,0,0.0,524,194,170,False,0.0,515,194,0,Joined Blackburn Rovers on loan until the end of the season on 14/1,2021-01-14T23:00:22.063648Z,39,0,0,None,0,,480455.jpg,0.0,0,0,Branthwaite,1.0,False,None,u,7,11,0.0,470,182,0,140402,0,332157,394,0.0,0.0,Branthwaite,0
0,0,247,100,100,6,119765,None,,0,0,-3,3,178.4,200,122,None,,0,3,2.7,3.9,5,Allan,2.2,24,0,51.6,273,127,502,False,300.4,221,92,1780,,2021-04-05T20:00:23.163252Z,52,0,0,None,0,,119765.jpg,1.9,0,0,Marques Loureiro,0.6,False,None,a,7,11,35.0,361,174,40,83814,318,169325,104,0.4,7.7,Allan,6
5,11,422,75,50,5,60025,1,,0,0,2,-2,554.2,40,31,2,,1,3,1.7,1.6,0,James,1.8,26,6,142.7,63,35,508,False,488.6,111,41,1686,Lack of match fitness - 75% chance of playing,2021-05-01T22:30:22.770423Z,77,0,0,None,0,,60025.jpg,4.5,0,0,Rodríguez,8.1,False,None,d,7,11,381.0,91,53,100,3802604,486,4185546,15814,0.2,13.0,Rodríguez,3
3,2,386,100,100,8,121599,None,,0,0,-4,4,300.6,122,82,None,,2,3,1.1,0.7,3,Abdoulaye,0.6,32,2,97.3,131,75,512,False,406.4,170,64,2221,,2021-03-09T00:00:22.741777Z,51,0,0,None,0,,121599.jpg,2.8,0,0,Doucouré,0.6,False,None,a,7,11,265.0,139,82,74,151264,721,281534,96,0.1,14.5,Doucouré,6
0,0,6,100,100,0,495542,None,,0,0,0,0,5.3,430,164,None,,0,2,0.5,-0.5,0,Niels,0.0,1,0,2.0,463,173,559,False,13.8,456,172,68,,2021-01-22T16:30:27.249165Z,40,0,0,None,0,,495542.jpg,1.0,0,0,Nkounkou,0.2,False,None,a,7,11,1.0,444,165,1,35951,86,32740,135,0.0,0.2,Nkounkou,1
2,7,487,100,100,10,198826,None,,0,0,0,0,71.6,304,91,None,,2,2,6.3,11.1,18,Ben,5.8,29,0,75.8,195,51,566,False,553.0,76,26,2413,,2021-04-01T11:00:27.922226Z,50,1,0,None,0,,198826.jpg,3.3,0,0,Godfrey,1.7,False,None,a,7,11,132.0,240,69,92,181443,81050,55779,1684,1.2,18.4,Godfrey,4
0,3,119,100,100,2,111782,None,,0,0,0,0,0.0,604,64,None,,0,1,0.5,-0.5,0,Robin,0.0,9,0,16.7,388,25,573,False,166.4,307,25,630,,2021-03-05T00:00:29.740463Z,45,0,0,None,0,,111782.jpg,3.6,0,21,Olsen,0.1,False,None,a,7,11,0.0,590,60,25,21594,100,17262,346,0.0,5.6,Olsen,1
0,0,0,0,0,0,218997,None,,0,0,0,0,0.0,612,73,None,,0,4,0.0,0.0,0,Ellis,0.0,0,0,0.0,628,75,596,False,0.0,621,70,0,Joined Blackburn Rovers on loan until the end of the season on 20/1,2021-01-20T23:00:23.497026Z,45,0,0,None,0,,218997.jpg,0.0,0,0,Simms,0.1,False,None,u,7,11,0.0,598,74,0,11578,0,11577,22,0.0,0.0,Simms,0
0,0,0,None,None,0,461446,None,,0,0,0,0,0.0,633,258,None,,0,3,0.5,-0.5,0,Tyler,0.0,0,0,0.0,649,259,644,False,0.0,644,258,0,,None,45,0,0,None,0,,461446.jpg,0.0,0,0,Onyango,0.0,False,None,a,7,11,0.0,624,256,0,435,15,332,11,0.0,0.0,Onyango,0
0,0,18,100,100,0,78007,None,,0,0,-4,4,5.6,428,62,None,,0,4,1.1,0.7,1,Joshua,0.6,2,0,5.0,442,57,651,False,13.4,457,57,138,,2021-04-13T07:30:22.708115Z,51,0,0,None,0,,78007.jpg,1.0,0,0,King,0.1,False,None,a,7,11,31.0,368,57,11,29393,249,24696,294,0.1,2.2,King,0
0,0,0,None,None,0,232829,None,,0,0,0,0,0.0,515,203,None,,0,2,0.5,-0.5,0,Kyle,0.0,0,0,0.0,543,202,679,False,0.0,534,202,0,,None,40,0,0,None,0,,232829.jpg,0.0,0,0,John,0.0,False,None,a,7,11,0.0,492,191,0,596,42,343,35,0.0,0.0,John,0
0,0,5,None,None,0,173818,None,,0,0,0,0,0.0,606,237,None,,0,3,0.5,-0.5,0,Nathan,0.0,0,0,0.2,498,211,680,False,2.0,488,207,2,,None,45,0,0,None,0,,173818.jpg,1.0,0,0,Broadhead,0.0,False,None,a,7,11,0.0,592,231,1,184,7,120,7,0.0,0.2,Broadhead,0
0,0,0,None,None,0,422612,None,,0,0,0,0,0.0,518,205,None,,0,2,0.5,-0.5,0,Ryan,0.0,0,0,0.0,546,204,681,False,0.0,537,204,0,,None,40,0,0,None,0,,422612.jpg,0.0,0,0,Astley,0.0,False,None,a,7,11,0.0,495,193,0,527,23,328,29,0.0,0.0,Astley,0
0,0,0,None,None,0,447325,None,,0,0,0,0,0.0,527,35,None,,0,1,0.5,-0.5,0,Harry,0.0,0,0,0.0,555,60,682,False,0.0,546,61,0,,None,40,0,0,None,0,,447325.jpg,0.0,0,0,Tyrer,0.0,False,None,a,7,11,0.0,504,31,0,621,27,381,23,0.0,0.0,Tyrer,0
0,0,0,None,None,0,474907,None,,0,0,0,0,0.0,533,214,None,,0,2,0.5,-0.5,0,Reece,0.0,0,0,0.0,561,213,690,False,0.0,552,213,0,,None,40,0,0,None,0,,474907.jpg,0.0,0,0,Welch,0.0,False,None,a,7,11,0.0,510,202,0,309,61,177,51,0.0,0.0,Welch,0
0,0,0,None,None,0,491559,None,,0,0,0,0,0.0,643,264,None,,0,3,0.5,-0.5,0,Isaac,0.0,0,0,0.0,658,264,691,False,0.0,654,264,0,,None,45,0,0,None,0,,491559.jpg,0.0,0,0,Price,0.0,False,None,a,7,11,0.0,633,261,0,117,11,72,11,0.0,0.0,Price,0
0,0,170,100,100,11,126187,None,,0,0,-1,1,261.1,145,94,None,,0,3,0.7,1.2,1,Ruben,0.7,21,1,88.5,159,86,115,False,192.4,287,123,1890,,2021-04-23T23:00:17.173190Z,59,0,0,None,0,,126187.jpg,2.2,0,0,Loftus-Cheek,0.2,False,None,a,8,54,433.0,78,44,64,34809,206,40552,161,0.1,10.8,Loftus-Cheek,3
0,0,0,None,None,0,40559,None,,0,0,-1,1,0.0,480,12,None,,0,1,0.0,0.5,0,Fabricio,0.0,0,0,0.0,512,40,171,False,0.0,503,41,0,,None,39,0,0,None,0,,40559.jpg,0.0,0,0,Agosto Ramírez,2.1,False,None,a,8,54,0.0,455,8,0,157552,854,134298,1203,0.0,0.0,Fabri,0
