element,position,multiplier,is_captain,is_vice_captain
325,1,1,False,False
391,2,1,False,False
461,3,1,False,False
277,4,1,False,False
141,5,1,False,False
302,6,2,True,False
272,7,1,False,False
474,8,1,False,False
390,9,1,False,True
388,10,1,False,False
506,11,1,False,False
326,12,0,False,False
17,13,0,False,False
51,14,0,False,False
146,15,0,False,False
