element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
232,2,1,False,False
270,3,1,False,False
110,4,1,False,False
370,5,1,False,False
302,6,1,False,False
390,7,1,False,False
37,8,1,False,False
164,9,1,False,False
224,10,1,False,True
202,11,2,True,False
213,12,0,False,False
255,13,0,False,False
474,14,0,False,False
200,15,0,False,False
