element,position,multiplier,is_captain,is_vice_captain
213,1,1,False,False
200,2,1,False,False
255,3,1,False,False
232,4,1,False,False
468,5,1,False,False
302,6,1,False,True
474,7,1,False,False
390,8,1,False,False
164,9,1,False,False
202,10,1,False,False
224,11,2,True,False
12,12,0,False,False
470,13,0,False,False
37,14,0,False,False
270,15,0,False,False
