element,position,multiplier,is_captain,is_vice_captain
213,1,1,False,False
200,2,1,False,False
255,3,1,False,False
391,4,1,False,False
302,5,1,False,False
37,6,1,False,False
474,7,2,False,True
370,8,1,False,False
164,9,1,False,False
202,10,1,False,False
224,11,1,False,False
12,12,0,False,False
110,13,0,False,False
390,14,0,True,False
270,15,0,False,False
