element,position,multiplier,is_captain,is_vice_captain
213,1,1,False,False
255,2,1,False,False
200,3,1,False,False
470,4,1,False,False
508,5,1,False,False
254,6,1,False,False
37,7,1,False,False
390,8,1,False,True
388,9,3,True,False
202,10,1,False,False
164,11,1,False,False
12,12,0,False,False
474,13,0,False,False
498,14,0,False,False
519,15,0,False,False
