element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
110,2,1,False,False
255,3,1,False,False
200,4,1,False,False
302,5,1,False,False
37,6,1,False,False
474,7,1,False,True
390,8,2,True,False
164,9,1,False,False
202,10,1,False,False
224,11,1,False,False
213,12,0,False,False
270,13,0,False,False
370,14,0,False,False
41,15,0,False,False
