element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
470,2,1,False,False
200,3,1,False,False
232,4,1,False,False
508,5,1,False,False
302,6,1,False,False
37,7,2,True,False
390,8,1,False,False
164,9,1,False,False
202,10,1,False,True
388,11,1,False,False
213,12,0,False,False
474,13,0,False,False
498,14,0,False,False
519,15,0,False,False
