element,position,multiplier,is_captain,is_vice_captain
96,1,1,False,False
300,2,1,False,False
155,3,1,False,False
255,4,1,False,False
570,5,1,False,False
302,6,2,True,False
235,7,1,False,False
449,8,1,False,False
514,9,1,False,False
388,10,1,False,True
202,11,1,False,False
12,12,1,False,False
390,13,1,False,False
277,14,1,False,False
273,15,1,False,False
