element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
200,2,1,False,False
391,3,1,False,False
255,4,1,False,False
474,5,1,False,False
302,6,1,False,False
390,7,2,True,False
37,8,1,False,False
164,9,1,False,False
202,10,1,False,True
224,11,1,False,False
213,12,0,False,False
110,13,0,False,False
370,14,0,False,False
270,15,0,False,False
