element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
200,2,1,False,False
391,3,1,False,False
270,4,1,False,False
284,5,1,False,False
302,6,1,False,True
37,7,1,False,False
390,8,1,False,False
388,9,1,False,False
202,10,1,False,False
224,11,2,True,False
213,12,0,False,False
474,13,0,False,False
110,14,0,False,False
146,15,0,False,False
