element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
255,2,1,False,False
200,3,1,False,False
498,4,1,False,False
508,5,1,False,False
254,6,1,False,False
37,7,1,False,False
390,8,2,True,False
506,9,1,False,False
388,10,1,False,True
164,11,1,False,False
213,12,0,False,False
470,13,0,False,False
198,14,0,False,False
519,15,0,False,False
