element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
459,2,1,False,False
200,3,1,False,False
498,4,1,False,False
46,5,1,False,False
231,6,1,False,False
449,7,1,False,False
301,8,1,False,True
388,9,1,False,False
91,10,1,False,False
233,11,2,True,False
96,12,0,False,False
300,13,0,False,False
302,14,0,False,False
254,15,0,False,False
