element,position,multiplier,is_captain,is_vice_captain
70,1,1,False,False
200,2,1,False,False
259,3,1,False,False
498,4,1,False,False
272,5,1,False,True
254,6,1,False,False
478,7,1,False,False
481,8,1,False,False
184,9,2,True,False
164,10,1,False,False
366,11,1,False,False
12,12,0,False,False
197,13,0,False,False
195,14,0,False,False
55,15,0,False,False
