element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
300,2,1,False,False
459,3,1,False,False
200,4,1,False,False
449,5,1,False,False
302,6,1,False,False
301,7,1,False,True
254,8,1,False,False
388,9,2,True,False
202,10,1,False,False
233,11,1,False,False
96,12,0,False,False
277,13,0,False,False
570,14,0,False,False
46,15,0,False,False
