element,position,multiplier,is_captain,is_vice_captain
213,1,1,False,False
232,2,1,False,False
255,3,1,False,False
200,4,1,False,False
370,5,1,False,False
302,6,1,False,False
474,7,1,False,False
390,8,1,False,False
37,9,1,False,False
224,10,1,False,True
202,11,2,True,False
12,12,0,False,False
164,13,0,False,False
270,14,0,False,False
470,15,0,False,False
