element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
435,2,1,False,False
200,3,1,False,False
46,4,1,False,False
300,5,1,False,False
570,6,2,True,False
449,7,1,False,False
302,8,1,False,False
4,9,1,False,False
202,10,1,False,False
388,11,1,False,True
96,12,0,False,False
277,13,0,False,False
514,14,0,False,False
370,15,0,False,False
