element,position,multiplier,is_captain,is_vice_captain
12,1,1,False,False
556,2,1,False,False
277,3,1,False,False
255,4,1,False,False
120,5,1,False,False
302,6,1,False,True
254,7,2,True,False
37,8,1,False,False
164,9,1,False,False
388,10,1,False,False
514,11,1,False,False
99,12,0,False,False
146,13,0,False,False
519,14,0,False,False
209,15,0,False,False
