name,total_points,pos,minutes,now_cost,was_home,ict_index,xG,xA,clean_sheets,strength,saves,opponent_team,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away
AaronConnolly,1,4,45,52,True,3.4,0.2926897699634234,0.009993135432402293,0,4,0,5,1240,1280,1270,1310
AaronCresswell,1,2,90,59,True,2.2,0.02787751884066633,0.1908853282220662,0,4,0,14,1240,1320,1330,1350
AaronMooy,0,3,0,50,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
AaronRamsdale,1,1,90,46,True,1.8,0.0,0.0018472707477109186,0,2,2,20,1140,1200,1110,1160
AbdoulayeDoucouré,3,3,90,52,False,6.9,0.0,0.0,1,3,0,17,1190,1240,1280,1320
AboubakarKamara,2,3,62,48,True,0.2,0.05953820337626067,0.029906270856207062,0,4,0,1,1170,1210,1190,1200
AdamaTraoré,3,3,90,60,False,3.2,0.0,0.0,1,3,0,15,1110,1130,1010,1050
AdamForshaw,0,3,0,48,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
AdamLallana,1,3,44,62,True,3.6,0.05334452328018167,0.10724992465905166,0,4,0,5,1240,1280,1270,1310
AdamWebster,1,2,90,43,True,2.8,0.04663892208852551,0.011509800075807354,0,4,0,5,1240,1280,1270,1310
AdrienSilva,0,3,0,44,False,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
AdriánSanMigueldelCastillo,0,1,0,42,True,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
AhmedElSayedHegazy,0,2,0,41,True,0.0,0.0,0.0,0,2,0,9,1190,1190,1200,1180
AinsleyMaitlandNiles,6,2,90,46,False,1.7,0.03042879654094577,0.03977224841299984,1,2,0,8,1240,1280,1270,1310
AlbianAjeti,0,4,0,55,True,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
AleksandarMitrović,1,4,27,55,True,1.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
AlexandreLacazette,7,4,86,81,False,9.9,0.42670747777447104,0.06342106902350982,1,4,0,8,1240,1280,1270,1310
AlexisMacAllister,0,3,0,53,True,0.0,0.08483982185966202,0.11849032808095217,0,4,0,5,1240,1280,1270,1310
AlexIwobi,0,3,0,59,False,0.0,0.024133901074528695,0.08513432145118713,0,3,0,17,1190,1240,1280,1320
AlexMcCarthy,2,1,90,45,False,2.3,0.0,0.0,0,3,2,6,1100,1150,1020,1050
AlexOxladeChamberlain,0,3,0,63,True,0.0,0.016962810936901305,0.03353083382050197,0,4,0,10,1060,1110,1130,1160
AlfieMawson,0,2,0,43,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
AlirezaJahanbakhsh,1,3,11,54,True,0.5,0.10329559875222355,0.1399123829144698,0,4,0,5,1240,1280,1270,1310
AlissonRamsesBecker,1,1,90,59,True,0.4,0.0,0.0,0,4,0,10,1060,1110,1130,1160
AllanMarquesLoureiro,3,3,90,52,False,2.1,0.0,0.0,1,3,0,17,1190,1240,1280,1320
AllanSaintMaximin,3,3,74,51,False,1.2,0.07521851314231752,0.16188448062166572,1,4,0,19,1150,1160,1170,1180
AlphonseAreola,0,1,0,46,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
AndreasChristensen,2,2,90,47,False,2.1,0.005181441238770883,0.013875606625030438,0,4,0,3,1170,1210,1190,1200
AndrewRobertson,4,2,90,71,True,4.7,0.04502585035716666,0.1907560831770815,0,4,0,10,1060,1110,1130,1160
AndriyYarmolenko,0,3,23,55,True,3.0,0.022143412115318433,0.05581743722515447,0,4,0,14,1240,1320,1330,1350
AndrosTownsend,8,3,90,55,True,6.4,0.06699790170899143,0.10948736744898338,1,3,0,16,1140,1200,1110,1160
AndréFilipeTavaresGomes,3,3,67,53,False,2.7,0.0,0.0,1,3,0,17,1190,1240,1280,1320
AndréFrankZamboAnguissa,1,3,27,45,True,2.6,0.0,0.0,0,4,0,1,1170,1210,1190,1200
AndyCarroll,2,4,87,51,False,6.9,0.037707303068600595,0.0039387395372614264,1,4,0,19,1150,1160,1170,1180
AngeloOgbonna,1,2,90,48,True,3.7,0.04695838961102392,0.01862916293675485,0,4,0,14,1240,1320,1330,1350
AngusGunn,0,1,0,43,False,0.0,0.0,0.0,0,3,0,6,1100,1150,1020,1050
AnthonyGordon,0,3,0,43,False,0.0,0.0,0.006379997357726097,0,3,0,17,1190,1240,1280,1320
AnthonyKnockaert,0,3,0,50,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
AntoneeRobinson,0,2,0,44,True,0.0,0.017342740426892822,0.07080963837063829,0,4,0,1,1170,1210,1190,1200
AntonioRüdiger,0,2,0,46,False,0.0,0.0,0.0,0,4,0,3,1170,1210,1190,1200
ArthurMasuaku,0,2,0,43,True,0.0,0.042902568634599444,0.23802806865423923,0,4,0,14,1240,1320,1330,1350
AyozePérez,3,3,66,60,False,2.7,0.0,0.0,1,4,0,18,1110,1130,1010,1050
BamideleAlli,1,3,45,74,True,4.1,0.0,0.0,0,4,0,7,1150,1150,1180,1210
BarryDouglas,0,2,0,38,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
BenjaminChilwell,0,2,0,58,False,0.0,0.0,0.0,0,4,0,3,1170,1210,1190,1200
BenDavies,2,2,90,46,True,9.2,0.010404898736037704,0.023019760258887943,0,4,0,7,1150,1150,1180,1210
BenJohnson,0,2,0,39,True,0.0,0.04560174643993378,0.0018753634765744209,0,4,0,14,1240,1320,1330,1350
BenOsborn,0,3,0,47,True,0.0,0.014292873938878379,0.12325299469133218,0,2,0,20,1140,1200,1110,1160
BenWhite,1,2,78,44,True,1.5,0.010922493758024994,0.032467948031370285,0,4,0,5,1240,1280,1270,1310
BernardoFernandesdaSilvaJunior,0,2,0,39,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
BernardAnícioCaldeiraDuarte,0,3,0,57,False,0.0,0.0,0.0,0,3,0,17,1190,1240,1280,1320
BerndLeno,7,1,90,50,False,1.4,0.0,0.0,1,4,2,8,1240,1280,1270,1310
BillyGilmour,0,3,0,44,False,0.0,0.0,0.0,0,4,0,3,1170,1210,1190,1200
BillySharp,2,4,90,55,True,2.7,0.18644230614881963,0.036454888293519616,0,2,0,20,1140,1200,1110,1160
BobbyDecordovaReid,1,4,15,53,True,0.2,0.0,0.0,0,4,0,1,1170,1210,1190,1200
BrandonPierrick,0,3,0,43,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
BrunoAndréCavacoJordao,0,3,0,43,False,0.0,0.0,0.0,0,3,0,15,1110,1130,1010,1050
BukayoSaka,0,3,0,53,False,0.0,0.2774439087758462,0.15576997496342906,0,4,0,8,1240,1280,1270,1310
CallumHudsonOdoi,1,3,10,57,False,0.2,0.06305634446049992,0.1359450252432572,0,4,0,3,1170,1210,1190,1200
CallumRobinson,1,4,59,52,True,0.1,0.08392755784803912,0.02182145132904961,0,2,0,9,1190,1190,1200,1180
CallumWilson,8,4,84,65,False,10.5,0.5545485237879413,0.11598183622672445,1,4,0,19,1150,1160,1170,1180
CalumChambers,0,2,0,45,False,0.0,0.0,0.09957797080278397,0,4,0,8,1240,1280,1270,1310
CameronCarterVickers,0,2,0,39,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
CedricKipre,0,2,0,43,True,0.0,0.0,0.0,0,2,0,9,1190,1190,1200,1180
CenkTosun,0,4,0,60,False,0.0,0.0,0.014815855026245116,0,3,0,17,1190,1240,1280,1320
CharlieAustin,0,4,0,51,True,0.0,0.08259252905845642,0.0,0,2,0,9,1190,1190,1200,1180
CheikhouKouyaté,3,3,90,48,True,3.0,0.0,0.0,1,3,0,16,1140,1200,1110,1160
CheAdams,2,4,84,58,False,3.9,0.3027449916782124,0.1453490790777973,0,3,0,6,1100,1150,1020,1050
ChristianAtsu,0,3,0,52,False,0.0,0.0,0.0,0,4,0,19,1150,1160,1170,1180
ChristianBenteke,0,4,0,55,True,0.0,0.20248174337162209,0.02801613196391951,0,3,0,16,1140,1200,1110,1160
ChristianFuchs,0,2,0,45,False,0.0,0.008192386064264508,0.0014461759063932632,0,4,0,18,1110,1130,1010,1050
ChristianPulisic,0,3,0,82,False,0.0,0.1848352735764102,0.07057823721123369,0,4,0,3,1170,1210,1190,1200
ChristianWalton,0,1,0,40,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
ChrisBasham,1,2,70,46,True,1.5,0.018765925214840815,0.037207471063503854,0,2,0,20,1140,1200,1110,1160
CiaranClark,0,2,0,45,False,0.0,0.038953080115949404,0.00849349468069918,0,4,0,19,1150,1160,1170,1180
ConnorWickham,0,4,0,44,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
ConorCoady,8,2,90,48,False,2.2,0.05056814832745917,0.007008510774799757,1,3,0,15,1110,1130,1010,1050
ConorTownsend,0,2,0,44,True,0.0,0.014564442506525666,0.091086101019755,0,2,0,9,1190,1190,1200,1180
CurtisJones,1,3,24,44,True,1.8,0.08794463546946645,0.05265161162242295,0,4,0,10,1060,1110,1130,1160
CyrusChristie,0,2,0,42,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
CédricSoares,0,2,0,46,False,0.0,0.0,0.0,0,4,0,8,1240,1280,1270,1310
CésarAzpilicueta,1,2,5,58,False,0.3,0.0,0.0,0,4,0,3,1170,1210,1190,1200
DaleStephens,0,3,0,42,True,0.0,0.011752748329724585,0.0,0,4,0,5,1240,1280,1270,1310
DanielAmartey,0,2,0,39,False,0.0,0.05421722754836082,0.0,0,4,0,18,1110,1130,1010,1050
DanielCasteloPodence,6,3,75,53,False,4.4,0.0,0.0,1,3,0,15,1110,1130,1010,1050
DanielCeballosFernández,1,3,12,47,False,1.1,0.0,0.0,0,4,0,8,1240,1280,1270,1310
DannyIngs,2,4,90,84,False,8.0,0.2792824427173896,0.09517270398580217,0,3,0,6,1100,1150,1020,1050
DannyRose,0,2,0,47,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
DannyWard,0,1,0,43,False,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
DanBurn,0,2,0,42,True,0.0,0.03948613037355244,0.039912156760692596,0,4,0,5,1240,1280,1270,1310
DaraOShea,1,2,90,42,True,1.0,0.002920581281862476,0.00542235310951417,0,2,0,9,1190,1190,1200,1180
DarnellFurlong,2,2,68,45,True,3.0,0.03838826694454139,0.07439714655853234,0,2,0,9,1190,1190,1200,1180
DarrenRandolph,0,1,0,43,True,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
DavidButton,0,1,0,39,True,0.0,0.0,0.0,0,2,0,9,1190,1190,1200,1180
DavidLuizMoreiraMarinho,0,2,0,54,False,0.0,0.0,0.0,0,4,0,8,1240,1280,1270,1310
DavidMartin,0,1,0,39,True,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
DavidMcGoldrick,1,4,19,52,True,1.2,0.21658559043246967,0.0356875852896617,0,2,0,20,1140,1200,1110,1160
DavinsonSánchez,0,2,0,52,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
DavyPröpper,0,3,0,48,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
DeAndreYedlin,0,2,0,43,False,0.0,0.016641547592977684,0.01407216272006432,0,4,0,19,1150,1160,1170,1180
DeclanRice,2,3,90,47,True,4.4,0.06179647310636937,0.06824221156005349,0,4,0,14,1240,1320,1330,1350
DemaraiGray,0,3,0,51,False,0.0,0.057972058653831475,0.0,0,4,0,18,1110,1130,1010,1050
DenisOdoi,1,2,90,42,True,2.1,0.013341890027125677,0.016730797787507374,0,4,0,1,1170,1210,1190,1200
DennisPraet,6,3,74,52,False,7.8,0.0337668015406682,0.09352740931969422,1,4,0,18,1110,1130,1010,1050
DiogoJota,0,3,0,66,False,0.0,0.23825375208010277,0.12571706421052417,0,4,0,15,1110,1130,1010,1050
DivockOrigi,0,4,0,51,True,0.0,0.12012458841005962,0.015559431786338488,0,4,0,10,1060,1110,1130,1160
DominicCalvertLewin,8,4,88,77,False,8.6,0.6006371589004993,0.033859990686178204,1,3,0,17,1190,1240,1280,1320
DwightGayle,0,4,0,59,False,0.0,0.060117438435554504,0.008787082508206367,0,4,0,19,1150,1160,1170,1180
EberechiEze,1,3,9,58,True,1.7,0.06374098615789855,0.0891477166571551,0,3,0,16,1140,1200,1110,1160
EdwardNketiah,1,4,3,54,False,0.0,0.0,0.0,0,4,0,8,1240,1280,1270,1310
EmersonPalmieridosSantos,0,2,0,47,False,0.0,0.0,0.0,0,4,0,3,1170,1210,1190,1200
EmileSmithRowe,0,3,0,42,False,0.0,0.04311998847585458,0.22388729825615883,0,4,0,8,1240,1280,1270,1310
EmilianoMartínez,0,1,0,54,False,0.0,0.0,0.0,0,3,0,8,1240,1280,1270,1310
EmilKrafth,0,2,0,42,False,0.0,0.005884932015429844,0.011134142564101652,0,4,0,19,1150,1160,1170,1180
EndaStevens,1,2,90,50,True,2.6,0.05967121393907638,0.03842041455209255,0,2,0,20,1140,1200,1110,1160
EricDier,2,2,90,48,True,1.8,0.050815874621981665,0.009727951671395983,0,4,0,7,1150,1150,1180,1210
ErikLamela,0,3,0,57,True,0.0,0.05475163985701168,0.039158186930067396,0,4,0,7,1150,1150,1180,1210
EthanAmpadu,0,2,0,43,True,0.0,0.008838772773742676,0.04468254584141753,0,2,0,20,1140,1200,1110,1160
EzgjanAlioski,0,2,0,43,False,0.0,0.05042258216641271,0.08662066841498017,0,3,0,11,1150,1170,1210,1250
FabianDelph,0,3,0,48,False,0.0,0.0029915966093540195,0.005700510740280153,0,3,0,17,1190,1240,1280,1320
FabianSchär,0,2,0,49,False,0.0,0.0,0.0,0,4,0,19,1150,1160,1170,1180
FabioHenriqueTavares,4,3,32,54,True,0.7,0.0,0.0,0,4,0,10,1060,1110,1130,1160
FabioSilva,0,4,0,52,False,0.0,0.20467934563108117,0.01008551446316035,0,3,0,15,1110,1130,1010,1050
FabiánBalbuena,0,2,0,42,True,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
FabricioAgostoRamírez,0,1,0,39,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
FedericoFernández,6,2,90,47,False,2.8,0.0,0.0,1,4,0,19,1150,1160,1170,1180
FelipeAndersonPereiraGomes,1,3,1,61,True,0.3,0.0,0.0,0,4,0,14,1240,1320,1330,1350
FernandoMarçal,5,2,90,47,False,1.7,0.0,0.0,1,3,0,15,1110,1130,1010,1050
FikayoTomori,0,2,0,47,False,0.0,0.0,0.0,0,4,0,3,1170,1210,1190,1200
FilipBenkovic,0,2,0,43,False,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
FlorianLejeune,0,2,0,43,False,0.0,0.0,0.0,0,4,0,19,1150,1160,1170,1180
FlorinAndone,0,4,0,48,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
FranciscoCasillaCortés,0,1,0,42,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
FraserForster,0,1,0,40,False,0.0,0.0,0.0,0,3,0,6,1100,1150,1020,1050
GabrielTeodoroMartinelliSilva,0,3,0,49,False,0.0,0.0,0.0,0,4,0,8,1240,1280,1270,1310
GabrielMagalhães,15,2,90,49,False,8.5,0.0,0.0,1,4,0,8,1240,1280,1270,1310
GaryCahill,0,2,0,45,True,0.0,0.016379446855613163,0.021433473697730472,0,3,0,16,1140,1200,1110,1160
GedsonCarvalhoFernandes,0,3,0,47,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
GeorgeBaldock,1,2,90,49,True,4.3,0.05326741297418872,0.09602968945788841,0,2,0,20,1140,1200,1110,1160
GeorginioWijnaldum,2,3,90,53,True,7.4,0.08569288793308981,0.05007800283231613,0,4,0,10,1060,1110,1130,1160
GiovaniLoCelso,0,3,0,69,True,0.0,0.11854174005037005,0.08983334628018466,0,4,0,7,1150,1150,1180,1210
GlennMurray,0,4,0,48,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
GradyDiangana,2,3,90,50,True,2.7,0.06130789453163742,0.00565070181619376,0,2,0,9,1190,1190,1200,1180
GranitXhaka,3,3,77,52,False,4.5,0.027405031452265877,0.052524687411884464,1,4,0,8,1240,1280,1270,1310
GylfiSigurdsson,1,3,22,68,False,0.3,0.13866413445570153,0.14749890873925045,0,3,0,17,1190,1240,1280,1320
HakimZiyech,0,3,0,79,False,0.0,0.07543674396971861,0.23434175575772923,0,4,0,3,1170,1210,1190,1200
HalRobsonKanu,1,4,30,52,True,0.3,0.009107142973404665,0.010308549954341007,0,2,0,9,1190,1190,1200,1180
HamzaChoudhury,0,3,0,47,False,0.0,0.049755314571989916,0.0,0,4,0,18,1110,1130,1010,1050
HarrisonReed,2,3,90,44,True,1.7,0.008550823144614696,0.06259718261659146,0,4,0,1,1170,1210,1190,1200
HarryKane,2,4,90,115,True,5.2,0.558016502370055,0.2591713663333884,0,4,0,7,1150,1150,1180,1210
HarryWilson,0,3,0,51,True,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
HarryWinks,1,3,59,51,True,0.4,0.004747136682271957,0.016632842272520064,0,4,0,7,1150,1150,1180,1210
HarveyBarnes,3,3,90,68,False,10.2,0.2678927967697382,0.07086752109229565,1,4,0,18,1110,1130,1010,1050
HarveyElliott,0,3,0,43,True,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
HeungMinSon,2,3,90,96,True,9.6,0.0,0.0,0,4,0,7,1150,1150,1180,1210
HugoLloris,3,1,90,56,True,2.0,0.0,0.0,0,4,3,7,1150,1150,1180,1210
HéctorBellerín,5,2,90,51,False,4.0,0.0,0.0,1,4,0,8,1240,1280,1270,1310
HélderWanderSousadeAzevedoeCosta,5,3,90,50,False,4.7,0.0,0.0,0,3,0,11,1150,1170,1210,1250
IanCarloPovedaOcampo,0,3,0,42,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
IllanMeslier,1,1,90,46,False,1.8,0.0,0.0015628638642805595,0,3,3,11,1150,1170,1210,1250
IsaacHayden,2,3,90,46,False,1.5,0.02607558623118245,0.01054332482264094,1,4,0,19,1150,1160,1170,1180
IssaDiop,1,2,90,43,True,2.6,0.07279036111301845,0.0,0,4,0,14,1240,1320,1330,1350
IvanRicardoNevesAbreuCavaleiro,2,3,90,53,True,3.4,0.0,0.0,0,4,0,1,1170,1210,1190,1200
JackHarrison,7,3,90,54,False,6.9,0.15643353129012716,0.18847837340500617,0,3,0,11,1150,1170,1210,1250
JackOConnell,1,2,90,47,True,2.2,0.0,0.0,0,2,0,20,1140,1200,1110,1160
JackRobinson,0,2,0,42,True,0.0,0.07436516229063272,0.0,0,2,0,20,1140,1200,1110,1160
JackStephens,2,2,90,46,False,3.7,0.056315578520298004,0.03116261729827294,0,3,0,6,1100,1150,1020,1050
JackWilshere,0,3,0,49,True,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
JacobMurphy,0,3,0,49,False,0.0,0.04514840291813016,0.10112212714739145,0,4,0,19,1150,1160,1170,1180
JairoRiedewald,0,3,0,44,True,0.0,0.020099427103996276,0.03315969049930573,0,3,0,16,1140,1200,1110,1160
JakeLivermore,2,3,90,47,True,2.0,0.017596069956198335,0.010982702835462987,0,2,0,9,1190,1190,1200,1180
JakeVokins,0,2,0,39,False,0.0,0.0,0.03704096004366875,0,3,0,6,1100,1150,1020,1050
JamaalLascelles,6,2,90,42,False,2.2,0.040550183176117784,0.003934281056418139,1,4,0,19,1150,1160,1170,1180
JamalLewis,7,2,90,42,False,5.9,0.005198983718519626,0.04303406624366408,1,4,0,19,1150,1160,1170,1180
JamesJustin,9,2,90,49,False,3.5,0.06597752561387808,0.0895276639772498,1,4,0,18,1110,1130,1010,1050
JamesMaddison,1,3,15,71,False,1.5,0.12834798099230166,0.17218378121438233,0,4,0,18,1110,1130,1010,1050
JamesMcArthur,3,3,90,52,True,2.8,0.0156807952767445,0.08446504072182709,1,3,0,16,1140,1200,1110,1160
JamesMcCarthy,2,3,73,43,True,0.9,0.001116152344779535,0.008663123134862293,1,3,0,16,1140,1200,1110,1160
JamesMilner,0,3,0,53,True,0.0,0.007801113929599523,0.032155182864516976,0,4,0,10,1060,1110,1130,1160
JamesRodríguez,3,3,90,77,False,9.9,0.0,0.0,1,3,0,17,1190,1240,1280,1320
JamesTomkins,0,2,0,44,True,0.0,0.01226387843489647,0.0,0,3,0,16,1140,1200,1110,1160
JamesWardProwse,2,3,90,59,False,2.8,0.11888685575204677,0.09457779084814005,0,3,0,6,1100,1150,1020,1050
JamieShackleton,1,3,9,48,False,0.3,0.0,0.010073140418777863,0,3,0,11,1150,1170,1210,1250
JamieVardy,13,4,90,102,False,11.8,0.640174465328455,0.16693608559668063,1,4,0,18,1110,1130,1010,1050
JannikVestergaard,1,2,45,47,False,3.2,0.08736469578884896,0.03115540308256944,0,3,0,6,1100,1150,1020,1050
JanBednarek,1,2,45,48,False,1.0,0.015437598243869583,0.03820161849003414,0,3,0,6,1100,1150,1020,1050
JaphetTanganga,0,2,0,49,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
JarradBranthwaite,0,2,0,39,False,0.0,0.0,0.0,0,3,0,17,1190,1240,1280,1320
JarrodBowen,2,3,88,59,True,1.6,0.19074304927406566,0.12152387015521528,0,4,0,14,1240,1320,1330,1350
JasonSteele,0,1,0,39,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
JavierManquillo,5,2,90,42,False,4.4,0.0021056234836578373,0.02706334130330519,1,4,0,19,1150,1160,1170,1180
JayRoyGrot,0,3,0,47,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
JaydenBogle,0,2,0,43,True,0.0,0.14601729877970437,0.018959440121596508,0,2,0,20,1140,1200,1110,1160
JeanMichaëlSeri,0,3,0,46,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
JeanPhilippeGbamin,0,3,0,50,False,0.0,0.0,0.0,0,3,0,17,1190,1240,1280,1320
JeffreySchlupp,2,3,80,53,True,0.1,0.09882424647609393,0.08138562780287531,1,3,0,16,1140,1200,1110,1160
JeffHendrick,14,3,90,45,False,10.3,0.06155521091487673,0.0796238943003118,1,4,0,19,1150,1160,1170,1180
JoelintonCássioApolináriodeLira,1,4,15,57,False,2.6,0.0,0.0,0,4,0,19,1150,1160,1170,1180
JoelMatip,1,2,1,54,True,0.0,0.07844753786921502,0.11802754700183868,0,4,0,10,1060,1110,1130,1160
JoelWard,6,2,90,43,True,1.4,0.000707943704636658,0.02440321133198107,1,3,0,16,1140,1200,1110,1160
JoeBryan,1,2,90,46,True,1.5,0.011066879766682783,0.00870895137389501,0,4,0,1,1170,1210,1190,1200
JoeHart,0,1,0,43,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
JohnEgan,0,2,90,47,True,1.6,0.01228920573538,0.025301674211567097,0,2,0,20,1140,1200,1110,1160
JohnFleck,2,3,90,56,True,6.0,0.020242547955025326,0.09103699329055169,0,2,0,20,1140,1200,1110,1160
JohnLundstram,2,3,90,49,True,4.4,0.07815724487106006,0.060829268457988896,0,2,0,20,1140,1200,1110,1160
JohnRuddy,0,1,0,43,False,0.0,0.0,0.0,0,3,0,15,1110,1130,1010,1050
JonasLössl,0,1,0,43,False,0.0,0.0,0.0,0,3,0,17,1190,1240,1280,1320
JonathanCastroOtto,0,2,0,54,False,0.0,0.0,0.0,0,3,0,15,1110,1130,1010,1050
JonathanLeko,0,3,0,45,True,0.0,0.0,0.0,0,2,0,9,1190,1190,1200,1180
JonjoeKenny,0,2,0,43,False,0.0,0.0,0.0,0,3,0,17,1190,1240,1280,1320
JonjoShelvey,3,3,90,53,False,8.1,0.07903931476175785,0.07563258316367866,1,4,0,19,1150,1160,1170,1180
JonnyEvans,0,2,0,55,False,0.0,0.043188298364048416,0.008585806045195331,0,4,0,18,1110,1130,1010,1050
JordanAyew,2,4,90,56,True,2.9,0.07367777429521084,0.02741781134158373,1,3,0,16,1140,1200,1110,1160
JordanHenderson,2,3,65,54,True,2.3,0.05408559872635773,0.0706527889484451,0,4,0,10,1060,1110,1130,1160
JordanHugill,0,4,0,55,True,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
JordanPickford,8,1,90,48,False,3.9,0.0,0.0009466791930405989,1,3,5,17,1190,1240,1280,1320
JordanStevens,0,3,0,43,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
JorgeLuizFrelloFilho,12,3,84,47,False,10.1,0.0,0.0,0,4,0,3,1170,1210,1190,1200
JosephGomez,1,2,90,52,True,2.0,0.0,0.009347038609640939,0,4,0,10,1060,1110,1130,1160
JosephWillock,0,3,0,47,False,0.0,0.0,0.0,0,4,0,8,1240,1280,1270,1310
JoshOnomah,2,3,74,46,True,1.1,0.05686552325884502,0.0,0,4,0,1,1170,1210,1190,1200
JoshSims,0,3,0,43,False,0.0,0.0,0.0,0,3,0,6,1100,1150,1020,1050
JoséIzquierdo,0,3,0,55,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
JoãoFilipeIriaSantosMoutinho,3,3,85,52,False,6.7,0.0,0.0,1,3,0,15,1110,1130,1010,1050
JoãoVirgínia,0,1,0,43,False,0.0,0.0,0.0,0,3,0,17,1190,1240,1280,1320
JoëlVeltman,0,2,0,44,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
JuanFoyth,0,2,0,43,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
KaiHavertz,2,3,79,82,False,2.3,0.11451585156222184,0.06323359480925969,0,4,0,3,1170,1210,1190,1200
KalvinPhillips,5,3,90,49,False,6.2,0.01187235522083938,0.12275306098163127,0,3,0,11,1150,1170,1210,1250
KamilGrosicki,0,3,0,52,True,0.0,0.03641635924577714,0.18878528475761414,0,2,0,9,1190,1190,1200,1180
KamilMiazek,0,1,0,40,False,0.0,0.0,0.0,0,3,0,11,1150,1170,1210,1250
KarlDarlow,7,1,90,50,False,2.7,0.0,0.0,1,4,3,19,1150,1160,1170,1180
KasperSchmeichel,6,1,90,55,False,1.2,0.0,0.0,1,4,1,18,1110,1130,1010,1050
KelechiIheanacho,0,4,0,56,False,0.0,0.3146939681028016,0.11414563248399645,0,4,0,18,1110,1130,1010,1050
KellandWatts,0,2,0,39,False,0.0,0.0,0.0,0,4,0,19,1150,1160,1170,1180
KennethZohore,0,4,0,48,True,0.0,0.0,0.0,0,2,0,9,1190,1190,1200,1180
KennyTete,0,2,0,43,True,0.0,0.006726980581879616,0.04692098846038183,0,4,0,1,1170,1210,1190,1200
KepaArrizabalaga,2,1,90,47,False,1.0,0.0,0.0,0,4,2,3,1170,1210,1190,1200
KevinMcDonald,0,3,0,47,True,0.0,0.0,0.0,0,4,0,1,1170,1210,1190,1200
KieranGibbs,1,2,90,43,True,0.8,0.006194194033741951,0.040620595961809156,0,2,0,9,1190,1190,1200,1180
KieranTierney,6,2,90,52,False,1.7,0.016162398581703503,0.15924832238150494,1,4,0,8,1240,1280,1270,1310
KonstantinosTsimikas,0,2,0,49,True,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
KurtZouma,8,2,90,54,False,6.9,0.10949101452441776,0.003640073077643619,0,4,0,3,1170,1210,1190,1200
KyleBartley,1,2,90,44,True,1.4,0.1177105431755384,0.02847882058648836,0,2,0,9,1190,1190,1200,1180
KyleEdwards,1,3,22,47,True,2.5,0.023763157427310947,0.004275767505168914,0,2,0,9,1190,1190,1200,1180
KyleWalkerPeters,1,2,90,47,False,4.7,0.01895413583233243,0.030472455723654656,0,3,0,6,1100,1150,1020,1050
LeanderDendoncker,3,3,90,46,False,3.6,0.12303069850895554,0.024222209506357704,1,3,0,15,1110,1130,1010,1050
