name,total_points,pos,minutes,now_cost,was_home,ict_index,xG,xA,clean_sheets,strength,saves,opponent_team,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away
KyleEdwards,0,3,0,47,False,0.0,0.023763157427310947,0.004275767505168914,0,2,0,13,1190,1190,1200,1180
KyleWalkerPeters,3,2,90,47,False,2.5,0.01895413583233243,0.030472455723654656,0,3,0,20,1140,1200,1110,1160
KyleWalker,1,2,90,61,False,2.2,0.009415334509685635,0.024989311676472427,0,5,0,17,1190,1240,1280,1320
LeanderDendoncker,2,3,90,46,True,5.2,0.12303069850895554,0.024222209506357704,0,3,0,16,1140,1200,1110,1160
LeandroTrossard,0,3,0,57,False,0.0,0.16888449154794213,0.17771685644984245,0,4,0,2,1150,1150,1180,1210
LeePeltier,0,2,0,40,False,0.0,0.0,0.0055804336443543425,0,2,0,13,1190,1190,1200,1180
LeifDavis,0,2,0,39,True,0.0,0.0,0.0,0,3,0,1,1170,1210,1190,1200
LeightonClarkson,0,3,0,45,True,0.0,0.0,0.0,0,4,0,9,1190,1190,1200,1180
LeonardoCampana,0,4,0,48,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
LewisDunk,2,2,90,50,False,2.1,0.09025335811078547,0.021547338552773004,0,4,0,2,1150,1150,1180,1210
LewisRichardson,0,4,0,45,True,0.0,0.0,0.0,0,4,0,6,1100,1150,1020,1050
LiamCooper,5,2,90,43,True,2.3,0.09973868062453609,0.0,1,3,0,1,1170,1210,1190,1200
LiamDelap,0,4,0,43,False,0.0,0.06408517062664032,0.0,0,5,0,17,1190,1240,1280,1320
LucasDigne,8,2,90,62,False,11.0,0.019184071104973555,0.20653793085366487,0,3,0,8,1240,1280,1270,1310
LucasRodriguesMouradaSilva,1,3,17,66,True,0.4,0.0,0.0,0,4,0,12,1260,1320,1330,1350
LucasTorreira,0,3,0,47,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
LukaszFabianski,9,1,90,50,False,3.5,0.0,0.0,1,4,5,15,1110,1130,1010,1050
LukaMilivojevic,0,3,0,56,False,0.0,0.05168438686057925,0.060046835020184514,0,3,0,4,1170,1210,1190,1200
LukeAyling,6,2,69,44,True,2.1,0.041881952900439494,0.08145426127261349,1,3,0,1,1170,1210,1190,1200
LukeFreeman,0,3,0,50,True,0.0,0.0,0.0,0,2,0,19,1150,1160,1170,1180
LukeShaw,0,2,0,52,True,0.0,0.023087394312024116,0.21578193478286267,0,4,0,18,1110,1130,1010,1050
LukeThomas,0,2,0,42,False,0.0,0.015939401462674137,0.013565286993980408,0,4,0,11,1150,1170,1210,1250
LysMousset,0,4,0,58,True,0.0,0.09505594801157713,0.05464861076325179,0,2,0,19,1150,1160,1170,1180
LéoBonatini,0,4,0,48,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
MaceGoodridge,0,3,0,45,True,0.0,0.0,0.0,0,4,0,6,1100,1150,1020,1050
MahmoudAhmedIbrahimHassan,2,3,90,52,True,10.5,0.0,0.0,0,3,0,3,1170,1210,1190,1200
MamadouSakho,0,2,0,44,False,0.0,0.004708729684352875,0.0,0,3,0,4,1170,1210,1190,1200
ManuelLanzini,1,3,14,64,False,0.4,0.07320902389116012,0.06996974019477,0,4,0,15,1110,1130,1010,1050
MarcosAlonso,0,2,0,57,False,0.0,0.10908577425612342,0.17057604575529695,0,4,0,14,1240,1320,1330,1350
MarcosRojo,0,2,0,48,True,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
MarcusBettinelli,0,1,0,43,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
MarcusRashford,3,3,78,95,True,5.9,0.2888546298290121,0.10298652914834433,1,4,0,18,1110,1130,1010,1050
MarcAlbrighton,2,3,90,52,False,3.5,0.04872191172431817,0.12366408109664917,0,4,0,11,1150,1170,1210,1250
MarekRodák,0,1,0,43,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
MarioLemina,2,3,68,45,True,2.8,0.053515314434965454,0.022970179982838176,0,4,0,7,1150,1150,1180,1210
MarkGillespie,0,1,0,43,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
MarkNoble,1,3,1,45,False,0.0,0.0,0.0029553627595305444,0,4,0,15,1110,1130,1010,1050
MartinDubravka,0,1,0,48,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
MartinKelly,0,2,0,41,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
MartínMontoya,0,2,0,45,False,0.0,0.0,0.0,0,4,0,2,1150,1150,1180,1210
MarvelousNakamba,0,3,0,43,True,0.0,0.003675947586695353,0.006592665488521258,0,3,0,3,1170,1210,1190,1200
MasonGreenwood,0,3,0,70,True,0.0,0.14503359000967897,0.07569063390078752,0,4,0,18,1110,1130,1010,1050
MasonHolgate,0,2,0,48,False,0.0,0.07104124532391627,0.01494715093738503,0,3,0,8,1240,1280,1270,1310
MasonMount,6,3,90,70,False,9.0,0.1558188599800425,0.23370287480897134,1,4,0,14,1240,1320,1330,1350
MatejVydra,0,4,0,48,True,0.0,0.1610986551171855,0.0797030177751654,0,4,0,6,1100,1150,1020,1050
MateoKovacic,3,3,90,53,False,7.3,0.03478227974846959,0.0639896921246596,1,4,0,14,1240,1320,1330,1350
MateuszBogusz,0,3,0,43,True,0.0,0.0,0.0,0,3,0,1,1170,1210,1190,1200
MateuszKlich,3,3,90,52,True,5.6,0.093333282441433,0.12244315252506308,1,3,0,1,1170,1210,1190,1200
MatheusPereira,2,3,90,53,False,3.8,0.16280356742441654,0.15600023537874225,0,2,0,13,1190,1190,1200,1180
MathewRyan,3,1,90,42,False,2.0,0.0,0.0,0,4,3,2,1150,1150,1180,1210
MatijaSarkic,0,1,0,44,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
MatteoGuendouzi,0,3,0,47,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
MatthewCash,1,2,90,50,True,2.4,0.0099490936845541,0.05933698124828793,0,3,0,3,1170,1210,1190,1200
MatthewClarke,0,2,0,44,False,0.0,0.0,0.0,0,4,0,2,1150,1150,1180,1210
MatthewLongstaff,0,3,0,48,True,0.0,0.0,0.06274157911539077,0,4,0,5,1240,1280,1270,1310
MatthewLowton,5,2,90,45,True,0.7,0.023452923372387885,0.07444508112967015,1,4,0,6,1100,1150,1020,1050
MattyJames,0,3,0,43,False,0.0,0.0,0.0,0,4,0,11,1150,1170,1210,1250
MattDoherty,0,2,0,56,True,0.0,0.020982295274734497,0.047657184799512226,0,4,0,12,1260,1320,1330,1350
MattMacey,0,1,0,40,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
MattPhillips,0,3,0,51,False,0.0,0.09330634171298395,0.07655355931880574,0,2,0,13,1190,1190,1200,1180
MattRitchie,0,3,0,49,True,0.0,0.01462090801861551,0.11222391037477387,0,4,0,5,1240,1280,1270,1310
MattTargett,0,2,90,51,True,2.3,0.009247009987356487,0.06665539217215997,0,3,0,3,1170,1210,1190,1200
MaximeLeMarchand,0,2,0,41,True,0.0,0.0047531649470329285,0.0,0,4,0,7,1150,1150,1180,1210
MaxKilman,2,2,90,40,True,4.9,0.019532661388317742,0.020870524644851687,0,3,0,16,1140,1200,1110,1160
MaxLowe,2,2,90,43,True,2.9,0.010844764532521367,0.02343730442225933,0,2,0,19,1150,1160,1170,1180
MaxMeyer,0,3,0,47,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
MaxThompson,0,4,0,45,True,0.0,0.0,0.0,0,4,0,6,1100,1150,1020,1050
MbwanaSamatta,0,4,0,59,True,0.0,0.0,0.0,0,3,0,3,1170,1210,1190,1200
MeritanShabani,0,3,0,44,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
MesutÖzil,0,3,0,67,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
MichaelHector,0,2,0,41,True,0.0,0.021599335595965385,0.004874539561569691,0,4,0,7,1150,1150,1180,1210
MichaelKeane,1,2,90,51,False,1.1,0.05429648018131653,0.036334489989611835,0,3,0,8,1240,1280,1270,1310
MichaelObafemi,0,4,0,46,False,0.0,0.0,0.0,0,3,0,20,1140,1200,1110,1160
MichaelVerrips,0,1,0,40,True,0.0,0.0,0.0,0,2,0,19,1150,1160,1170,1180
MichailAntonio,0,4,0,66,False,0.0,0.5284569143856827,0.09759098575695564,0,4,0,15,1110,1130,1010,1050
MichyBatshuayi,2,4,90,57,False,5.0,0.08126356167485937,0.10342007828876376,0,3,0,4,1170,1210,1190,1200
MiguelAlmirón,1,3,25,56,True,3.4,0.0,0.0,0,4,0,5,1240,1280,1270,1310
MohamedNaserElSayedElneny,0,3,0,42,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
MohamedSalah,0,3,0,124,True,0.0,0.5121021355236216,0.14460325520485637,0,4,0,9,1190,1190,1200,1180
MohammedSalisu,0,2,0,43,False,0.0,0.009843666851520537,0.010044016689062117,0,3,0,20,1140,1200,1110,1160
MoiseKean,0,4,0,57,False,0.0,0.011172860860824585,0.0,0,3,0,8,1240,1280,1270,1310
MorganGibbsWhite,0,3,0,49,True,0.0,0.0,0.013101949356496334,0,3,0,16,1140,1200,1110,1160
MoussaDjenepo,2,3,78,54,False,3.7,0.035539214753291824,0.016867900097912007,0,3,0,20,1140,1200,1110,1160
MoussaSissoko,2,3,90,47,True,0.9,0.01008016438711257,0.008781403391843754,1,4,0,12,1260,1320,1330,1350
NGoloKanté,3,3,90,49,False,4.0,0.0,0.0,1,4,0,14,1240,1320,1330,1350
NabyKeita,1,3,52,52,True,4.0,0.03932588808238506,0.09129509925842284,0,4,0,9,1190,1190,1200,1180
NampalysMendy,1,3,90,42,False,0.6,0.002851874101907015,0.008002228662371635,0,4,0,11,1150,1170,1210,1250
NathanielClyne,2,2,90,45,False,2.7,0.009456456997073613,0.017114224915321056,0,3,0,4,1170,1210,1190,1200
NathanielPhillips,0,2,0,40,True,0.0,0.016437240317463873,0.005990455113351345,0,4,0,9,1190,1190,1200,1180
NathanAké,0,2,0,54,False,0.0,0.0,0.0,0,5,0,17,1190,1240,1280,1320
NathanFerguson,0,2,0,38,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
NathanRedmond,0,3,0,64,False,0.0,0.11099284626543522,0.06942555624991656,0,3,0,20,1140,1200,1110,1160
NathanTella,0,3,0,43,False,0.0,0.07032633437351747,0.0,0,3,0,20,1140,1200,1110,1160
NealMaupay,2,4,79,61,False,3.0,0.43628426784506213,0.13195471780804488,0,4,0,2,1150,1150,1180,1210
NecoWilliams,1,2,37,38,True,1.9,0.0172450415790081,0.03867974281311035,0,4,0,9,1190,1190,1200,1180
NeeskensKebano,0,3,0,47,True,0.0,0.05448597092181444,0.0,0,4,0,7,1150,1150,1180,1210
NeilTaylor,0,2,0,42,True,0.0,0.0,0.0,0,3,0,3,1170,1210,1190,1200
NemanjaMatic,3,3,90,47,True,3.4,0.010985721771915754,0.041625726285080114,1,4,0,18,1110,1130,1010,1050
NickPope,10,1,90,56,True,3.4,0.0,0.0030732317162411554,1,4,5,6,1100,1150,1020,1050
NicolasPépé,-2,3,50,76,False,1.6,0.0,0.0,0,4,0,10,1060,1110,1130,1160
NicolásOtamendi,0,2,0,49,False,0.0,0.0,0.0,0,5,0,17,1190,1240,1280,1320
NielsNkounkou,0,2,0,40,False,0.0,0.01695982180535793,0.0,0,3,0,8,1240,1280,1270,1310
NélsonCabralSemedo,2,2,90,52,True,4.7,0.0,0.0,0,3,0,16,1140,1200,1110,1160
OdionIghalo,0,4,0,61,True,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
OlaAina,1,2,90,46,True,3.2,0.031721545960754154,0.05978178925812244,0,4,0,7,1150,1150,1180,1210
OleksandrZinchenko,0,2,0,55,False,0.0,0.028783556672611406,0.0384449249665652,0,5,0,17,1190,1240,1280,1320
OliverBurke,0,3,0,41,True,0.0,0.13368924393465645,0.12961367037343352,0,2,0,19,1150,1160,1170,1180
OliverCasey,0,2,0,39,True,0.0,0.0,0.0,0,3,0,1,1170,1210,1190,1200
OliverMcBurnie,2,4,90,56,True,7.0,0.1649608008918308,0.0502031229081608,0,2,0,19,1150,1160,1170,1180
OliverNorwood,2,3,64,45,True,1.5,0.010688485820656237,0.04063256910961607,0,2,0,19,1150,1160,1170,1180
OliverSkipp,0,3,0,44,True,0.0,0.0,0.0,0,4,0,12,1260,1320,1330,1350
OlivierGiroud,1,4,3,67,False,0.2,0.3175490048847029,0.08398565197629589,0,4,0,14,1240,1320,1330,1350
OllieWatkins,2,4,90,66,True,4.1,0.47832398502914986,0.1464742051989392,0,3,0,3,1170,1210,1190,1200
OluwasemilogoAdesewoIbidapoAjayi,2,2,90,48,False,1.6,0.0,0.0,0,2,0,13,1190,1190,1200,1180
OriolRomeuVidal,2,3,90,45,False,3.7,0.0,0.0,0,3,0,20,1140,1200,1110,1160
OskarBuur,0,2,0,39,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
OwenOtasowie,0,3,0,45,True,0.0,0.12171200420707465,0.07775371670722962,0,3,0,16,1140,1200,1110,1160
PabloFornals,6,3,75,59,False,3.8,0.1623274808128675,0.06253067442836861,1,4,0,15,1110,1130,1010,1050
PabloHernándezDomínguez,0,3,0,57,True,0.0,0.0,0.0,0,3,0,1,1170,1210,1190,1200
PabloMarí,0,2,0,44,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
PascalGroß,5,3,90,58,False,6.9,0.0,0.0,0,4,0,2,1150,1150,1180,1210
PascalStruijk,0,2,0,40,True,0.0,0.0878832202611698,0.0012466864039500556,0,3,0,1,1170,1210,1190,1200
PatrickBamford,2,4,90,67,True,7.8,0.4979511873264398,0.09543633201558677,1,3,0,1,1170,1210,1190,1200
PatrickvanAanholt,2,2,90,54,False,4.0,0.07463110569450591,0.03608735930174589,0,3,0,4,1170,1210,1190,1200
PauloGazzaniga,0,1,0,43,True,0.0,0.0,0.0,0,4,0,12,1260,1320,1330,1350
PaulDummett,0,2,0,44,True,0.0,0.0,0.029741036891937255,0,4,0,5,1240,1280,1270,1310
PaulPogba,0,3,0,76,True,0.0,0.08867264176277738,0.03928937552202689,0,4,0,18,1110,1130,1010,1050
PedroLombaNeto,6,3,20,57,True,9.4,0.0,0.0,0,3,0,16,1140,1200,1110,1160
PhilBardsley,0,2,0,44,True,0.0,0.015853628516197205,0.0,0,4,0,6,1100,1150,1020,1050
PhilFoden,1,3,18,61,False,0.4,0.20467777668752454,0.20693160864439883,0,5,0,17,1190,1240,1280,1320
PhilJagielka,0,2,0,39,True,0.0,0.0,0.0,0,2,0,19,1150,1160,1170,1180
PhilJones,0,2,0,48,True,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
PierreEmerickAubameyang,3,3,90,114,False,5.9,0.37615299451610307,0.06840817480469527,1,4,0,10,1060,1110,1130,1160
PierreEmileHøjbjerg,3,3,90,49,True,2.0,0.0,0.0,1,4,0,12,1260,1320,1330,1350
RaheemSterling,1,3,18,115,False,1.8,0.413709827363491,0.20362734124064447,0,5,0,17,1190,1240,1280,1320
RaphaelDiasBelloli,3,3,90,56,True,5.5,0.0,0.0,1,3,0,1,1170,1210,1190,1200
RayanAitNouri,2,2,90,50,True,6.9,0.021392404961471375,0.04110703130181019,0,3,0,16,1140,1200,1110,1160
RaúlJiménez,5,4,90,81,True,7.8,0.0,0.0,0,3,0,16,1140,1200,1110,1160
ReeceJames,8,2,90,50,False,3.5,0.0512810362421948,0.1289651259455992,1,4,0,14,1240,1320,1330,1350
ReissNelson,1,3,45,51,False,0.5,0.02845854498445988,0.0,0,4,0,10,1060,1110,1130,1160
RekeemHarper,0,3,0,43,False,0.0,0.01479767542332411,0.0,0,2,0,13,1190,1190,1200,1180
RhianBrewster,1,4,25,44,True,1.2,0.08427455173805357,0.08324799798429013,0,2,0,19,1150,1160,1170,1180
RhysWilliams,0,2,0,40,True,0.0,0.017107393592596054,0.03961538771788279,0,4,0,9,1190,1190,1200,1180
RicardoDomingosBarbosaPereira,0,2,0,59,False,0.0,0.0,0.0,0,4,0,11,1150,1170,1210,1250
RicharlisondeAndrade,5,4,75,80,False,9.8,0.0,0.0,0,3,0,8,1240,1280,1270,1310
RiyadMahrez,2,3,71,81,False,7.8,0.21615688927957546,0.229768264795775,0,5,0,17,1190,1240,1280,1320
RobbieBrady,1,3,16,50,True,0.0,0.04121565897213785,0.047820122618424256,0,4,0,6,1100,1150,1020,1050
RobertoFirmino,6,4,90,91,True,16.5,0.38976904094495163,0.12192555717020122,1,4,0,9,1190,1190,1200,1180
RobertoJimenezGago,0,1,0,45,False,0.0,0.0,0.0,0,4,0,15,1110,1130,1010,1050
RobertSnodgrass,0,3,0,56,False,0.0,0.01876067133112387,0.049093866551464256,0,2,0,15,1110,1130,1010,1050
RobertSánchez,0,1,0,45,False,0.0,0.0,0.0,0,4,0,2,1150,1150,1180,1210
RobinKoch,6,2,90,43,True,6.8,0.04170929911461743,0.011437109417536041,1,3,0,1,1170,1210,1190,1200
RobinOlsen,0,1,0,45,False,0.0,0.0,0.0,0,3,0,8,1240,1280,1270,1310
RobHolding,6,2,90,43,False,2.0,0.03336004235527732,0.009121944450519302,1,4,0,10,1060,1110,1130,1160
RodrigoHernandez,2,3,90,53,False,10.1,0.0,0.0,0,5,0,17,1190,1240,1280,1320
RodrigoMoreno,1,4,20,57,True,2.9,0.0,0.0,0,3,0,1,1170,1210,1190,1200
RolandoAarons,0,3,0,48,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
RomaineSawyers,2,3,90,46,False,2.0,0.007889807714443458,0.03591000641647138,0,2,0,13,1190,1190,1200,1180
RomainSaïss,0,2,0,49,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
RossBarkley,1,3,4,59,True,0.0,0.18213943813584352,0.17817876831089194,0,3,0,3,1170,1210,1190,1200
RubenLoftusCheek,6,3,32,59,True,6.8,0.12662386413042745,0.048628659763683885,0,4,0,7,1150,1150,1180,1210
RuiPedrodosSantosPatrício,2,1,90,53,True,1.0,0.0,0.0,0,3,1,16,1140,1200,1110,1160
RyanBennett,0,2,0,44,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
RyanBertrand,2,2,90,50,False,2.6,0.013885924730587888,0.043431210711046504,0,3,0,20,1140,1200,1110,1160
RyanFraser,0,3,0,56,True,0.0,0.04807311395073638,0.12756057784837835,0,4,0,5,1240,1280,1270,1310
RyanFredericks,0,2,0,42,False,0.0,0.017914991080760955,0.12987349126487974,0,4,0,15,1110,1130,1010,1050
RyanInniss,0,2,0,40,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
RyanSessegnon,0,2,0,47,True,0.0,0.0,0.0,0,4,0,12,1260,1320,1330,1350
RúbenDiogodaSilvaNeves,1,3,69,51,True,2.3,0.0,0.0,0,3,0,16,1140,1200,1110,1160
RúbenGonçaloSilvaNascimentoVinagre,0,2,0,41,True,0.0,0.0,0.0,0,3,0,16,1140,1200,1110,1160
RúbenSantosGatoAlvesDias,0,2,90,61,False,5.3,0.0,0.0,0,5,0,17,1190,1240,1280,1320
RúnarAlexRúnarsson,0,1,0,44,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
SadioMané,3,3,88,118,True,11.6,0.0,0.0,1,4,0,9,1190,1190,1200,1180
SamField,0,3,0,48,False,0.0,0.0,0.0,0,2,0,13,1190,1190,1200,1180
SamJohnstone,4,1,90,45,False,4.3,0.0,0.0,0,2,6,13,1190,1190,1200,1180
SamWoods,0,2,0,40,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
SanderBerge,2,3,90,49,True,3.7,0.09357050648675516,0.13380121926848704,0,2,0,19,1150,1160,1170,1180
SaïdBenrahma,0,3,0,60,False,0.0,0.0,0.0,0,4,0,15,1110,1130,1010,1050
ScottDann,2,2,90,43,False,2.9,0.04569072897235552,0.0014677362826963265,0,3,0,4,1170,1210,1190,1200
ScottMcTominay,1,3,6,49,True,0.2,0.04785337164998055,0.08203747928142548,0,4,0,18,1110,1130,1010,1050
SeadKolasinac,0,2,0,48,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
SeamusColeman,0,2,0,48,False,0.0,0.03003799298312515,0.04477704572491348,0,3,0,8,1240,1280,1270,1310
SeanLongstaff,2,3,90,46,True,1.0,0.0251153230201453,0.014318672940135004,0,4,0,5,1240,1280,1270,1310
SergeAurier,6,2,90,52,True,2.9,0.09270773841334241,0.2135757340916566,1,4,0,12,1260,1320,1330,1350
SergioAgüero,0,4,0,103,False,0.0,0.0,0.0,0,5,0,17,1190,1240,1280,1320
SergioReguilón,6,2,90,55,True,2.4,0.0,0.0,1,4,0,12,1260,1320,1330,1350
SergioRomero,0,1,0,49,True,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
ShaneDuffy,0,2,0,43,False,0.0,0.0,0.0,0,4,0,2,1150,1150,1180,1210
ShaneLong,1,4,11,51,False,0.0,0.005838615142486311,0.0,0,3,0,20,1140,1200,1110,1160
ShkodranMustafi,0,2,0,50,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
SimonMoore,0,1,0,43,True,0.0,0.0,0.0,0,2,0,19,1150,1160,1170,1180
SofianeBoufal,0,3,0,54,False,0.0,0.0,0.0,0,3,0,20,1140,1200,1110,1160
SokratisPapastathopoulos,0,2,0,48,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
SolomonMarch,9,3,90,50,False,7.2,0.0,0.0,0,4,0,2,1150,1150,1180,1210
StefanJohansen,0,3,0,47,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
StephenHenderson,0,1,0,40,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
StevenAlzate,0,3,0,42,False,0.0,0.06455626183499892,0.07467483185852568,0,4,0,2,1150,1150,1180,1210
StevenBergwijn,3,3,72,70,True,0.7,0.09488276648335159,0.041301099001429975,1,4,0,12,1260,1320,1330,1350
StuartArmstrong,2,3,89,55,False,2.6,0.08001594804227351,0.06960636982694268,0,3,0,20,1140,1200,1110,1160
StuartDallas,5,2,90,51,True,6.2,0.10123022379619735,0.06297718341063176,1,3,0,1,1170,1210,1190,1200
SébastienHaller,9,4,90,61,False,15.5,0.0,0.0,1,4,0,15,1110,1130,1010,1050
TahithChong,0,3,0,44,True,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
TakumiMinamino,1,3,1,60,True,1.9,0.15770720032354196,0.031207111477851865,0,3,0,9,1190,1190,1200,1180
TammyAbraham,9,4,90,71,False,13.4,0.27429060600697996,0.03607437303289771,1,4,0,14,1240,1320,1330,1350
TanguyNdombele,6,3,64,59,True,4.0,0.0,0.0,1,4,0,12,1260,1320,1330,1350
TariqLamptey,-1,2,90,46,False,3.4,0.06390944631262259,0.07354372468861667,0,4,0,2,1150,1150,1180,1210
TedenMengi,0,2,0,39,True,0.0,0.0,0.0,0,4,0,18,1110,1130,1010,1050
TerenceKongolo,0,2,0,43,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
TheoWalcott,7,3,90,58,False,9.8,0.12250514526385815,0.046640347223728895,0,3,0,20,1140,1200,1110,1160
ThiagoAlcántaradoNascimento,0,3,0,55,True,0.0,0.0,0.0,0,4,0,9,1190,1190,1200,1180
ThiagoThiago,0,2,0,56,False,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
ThomasPartey,0,3,0,49,False,0.0,0.06013718154281378,0.044120714467551024,0,4,0,10,1060,1110,1130,1160
TimothyCastagne,0,2,0,57,False,0.0,0.04401750076148245,0.07901716025339234,0,4,0,11,1150,1170,1210,1250
TimothyFosuMensah,0,2,0,43,True,0.0,0.015449298545718191,0.30515241622924805,0,4,0,18,1110,1130,1010,1050
TimoWerner,5,4,75,92,False,6.4,0.3979715677643461,0.1382828519812652,1,4,0,14,1240,1320,1330,1350
TimReam,0,2,0,42,True,0.0,0.0,0.0,0,4,0,7,1150,1150,1180,1210
TobyAlderweireld,6,2,80,54,True,3.2,0.023337254093752965,0.050664843784438245,1,4,0,12,1260,1320,1330,1350
TomasSoucek,3,3,90,53,False,1.9,0.23613998892584018,0.04065922661019223,1,4,0,15,1110,1130,1010,1050
TommyDoyle,0,3,0,44,False,0.0,0.0,0.0,0,5,0,17,1190,1240,1280,1320
TomCairney,4,3,57,52,True,4.6,0.05839645853266121,0.09888524450361727,0,4,0,7,1150,1150,1180,1210
TomDavies,1,3,16,52,False,1.3,0.005107384071581893,0.05181655349830786,0,3,0,8,1240,1280,1270,1310
TomHeaton,0,1,0,45,True,0.0,0.0,0.0,0,3,0,3,1170,1210,1190,1200
TosinAdarabioyo,1,2,90,45,True,2.1,0.06043156404048204,0.010246958434581756,0,4,0,7,1150,1150,1180,1210
TrentAlexanderArnold,0,2,0,73,True,0.0,0.06275188429626051,0.20273061303628814,0,4,0,9,1190,1190,1200,1180
TylerRoberts,0,3,0,46,True,0.0,0.04825064638519988,0.08396488964995917,0,3,0,1,1170,1210,1190,1200
TyrickMitchell,0,2,0,38,False,0.0,0.008532751638155717,0.009815546182485728,0,3,0,4,1170,1210,1190,1200
TyroneMings,1,2,90,54,True,3.4,0.07317660498217896,0.006824928192565074,0,3,0,3,1170,1210,1190,1200
VicenteGuaita,3,1,90,48,False,2.9,0.0,0.0,0,3,3,4,1170,1210,1190,1200
VictorLindelöf,7,2,90,48,True,2.9,0.0,0.0,1,4,0,18,1110,1130,1010,1050
VirgilvanDijk,0,2,0,62,True,0.0,0.11067652106285095,0.0,0,4,0,9,1190,1190,1200,1180
VitorFerreira,1,3,5,47,True,0.1,0.0,0.0,0,3,0,16,1140,1200,1110,1160
VladimirCoufal,6,2,90,46,False,8.1,0.038498414214700453,0.170587365476725,1,4,0,15,1110,1130,1010,1050
WayneHennessey,0,1,0,43,False,0.0,0.0,0.0,0,3,0,4,1170,1210,1190,1200
WesleyFofana,1,2,90,50,False,2.4,0.04986737374412385,0.01215729421298755,0,4,0,11,1150,1170,1210,1250
WesleyMoraes,0,4,0,60,True,0.0,0.0,0.0,0,3,0,3,1170,1210,1190,1200
WesFoderingham,0,1,0,43,True,0.0,0.0,0.0,0,2,0,19,1150,1160,1170,1180
WesMorgan,0,2,0,44,False,0.0,0.0,0.0,0,4,0,11,1150,1170,1210,1250
WilfredNdidi,0,3,0,48,False,0.0,0.018158477950183785,0.05657584137995454,0,4,0,11,1150,1170,1210,1250
WilfriedZaha,0,3,0,71,False,0.0,0.3470639983812968,0.12401455081999302,0,3,0,4,1170,1210,1190,1200
WilliamSaliba,0,2,0,40,False,0.0,0.0,0.0,0,4,0,10,1060,1110,1130,1160
WilliamSmallbone,0,3,0,44,False,0.0,0.015364127854506174,0.0,0,3,0,20,1140,1200,1110,1160
WillianBorgesDaSilva,1,3,45,75,False,1.2,0.0,0.0,0,4,0,10,1060,1110,1130,1160
WillyBoly,2,2,90,54,True,2.0,0.057827676427276695,0.02907464302637998,0,3,0,16,1140,1200,1110,1160
WillyCaballero,0,1,0,46,False,0.0,0.0,0.0,0,4,0,14,1240,1320,1330,1350
WillNorris,0,1,0,40,True,0.0,0.0,0.0,0,4,0,6,1100,1150,1020,1050
XherdanShaqiri,0,3,0,64,True,0.0,0.035393378076454,0.1670854277908802,0,4,0,9,1190,1190,1200,1180
YanValery,0,2,0,47,False,0.0,0.0976379041870435,0.03053666154543559,0,3,0,20,1140,1200,1110,1160
YerryMina,1,2,90,55,False,2.9,0.07911004478994167,0.0010315249428937312,0,3,0,8,1240,1280,1270,1310
YoshinoriMuto,0,4,0,48,True,0.0,0.0,0.0,0,4,0,5,1240,1280,1270,1310
