,actual_points,gameweek,name,points,pos,team_code,total_points_gw,type,value
346,6,5,AndrewRobertson,4.25525669115638,2.0,14,95.0,player,7.1
347,6,5,DominicCalvertLewin,6.0926522575232935,4.0,11,95.0,player,7.7
348,16,5,HarryKane,7.5678048854172015,4.0,6,95.0,player,10.8
349,13,5,HeungMinSon,7.368740499034643,3.0,6,95.0,player,9.4
350,3,5,JackGrealish,7.845074369079465,3.0,7,95.0,player,7.2
351,5,5,JohnMcGinn,5.679691367330973,3.0,7,95.0,player,5.5
352,8,5,KarlDarlow,4.270285168569099,1.0,4,95.0,player,5.0
353,7,5,MohamedSalah,8.889845239921122,3.0,14,95.0,player,12.3
354,2,5,OllieWatkins,5.916209392795787,4.0,7,95.0,player,6.0
355,7,5,RomainSaïss,3.710903759046894,2.0,39,95.0,player,5.2
356,1,5,LukeAyling,3.0553801590980965,2.0,2,95.0,sub,4.5
357,9,5,SamJohnstone,3.1988618299370253,1.0,35,95.0,sub,4.5
358,3,5,SolomonMarch,3.5502731760971997,3.0,36,95.0,sub,5.0
359,4,5,VladimirCoufal,3.276592628974285,2.0,21,95.0,sub,4.5
360,2,6,AaronCresswell,3.72335418550408,2.0,21,75.0,player,5.0
361,3,6,BrunoMiguelBorgesFernandes,6.43491327921408,3.0,1,75.0,player,10.5
362,3,6,EmilianoMartínez,4.469831997453643,1.0,7,75.0,player,4.8
363,5,6,HarryKane,7.263243367178643,4.0,6,75.0,player,10.9
364,11,6,HeungMinSon,7.4284586542983355,3.0,6,75.0,player,9.5
365,1,6,JackGrealish,6.925251840233824,3.0,7,75.0,player,7.3
366,6,6,LukeAyling,3.2287130060332987,2.0,2,75.0,player,4.5
367,2,6,MohamedSalah,8.226648679428568,3.0,14,75.0,player,12.4
368,2,6,OllieWatkins,5.298968556427911,4.0,7,75.0,player,6.0
369,17,6,PatrickBamford,5.132719384118059,4.0,2,75.0,player,5.9
370,7,6,RomainSaïss,3.7008885643382814,2.0,39,75.0,player,5.3
371,6,6,AlexMcCarthy,2.988114851088686,1.0,20,75.0,sub,4.5
372,1,6,FabiánBalbuena,1.9741924757737428,2.0,21,75.0,sub,4.4
373,3,6,OriolRomeuVidal,3.0249413340855837,3.0,20,75.0,sub,4.5
374,6,6,StuartDallas,2.9918161588120644,2.0,2,75.0,sub,4.5
375,8,7,DominicCalvertLewin,5.61831067165565,4.0,11,101.0,player,7.7
376,6,7,HarryKane,6.683427276938713,4.0,6,101.0,player,11.0
377,2,7,HeungMinSon,6.555371886471742,3.0,6,101.0,player,9.6
378,15,7,JackGrealish,7.274148821382536,3.0,7,101.0,player,7.4
379,3,7,KarlDarlow,3.6656366812704384,1.0,4,101.0,player,5.0
380,14,7,KurtZouma,3.6143948347721193,2.0,8,101.0,player,5.2
381,8,7,MohamedSalah,7.824111143679548,3.0,14,101.0,player,12.4
382,8,7,NélsonCabralSemedo,3.5930105633098326,2.0,39,101.0,player,5.5
383,7,7,OllieWatkins,5.3281542462919615,4.0,7,101.0,player,6.0
384,7,7,PedroLombaNeto,4.878045592373467,3.0,39,101.0,player,5.5
385,6,7,TyroneMings,3.770548842229308,2.0,7,101.0,player,5.2
386,3,7,AlexMcCarthy,3.2452431221289304,1.0,20,101.0,sub,4.5
387,8,7,DanielCasteloPodence,4.115117855424672,3.0,39,101.0,sub,5.5
388,0,7,LukeAyling,3.1256545582606816,2.0,2,101.0,sub,4.5
389,6,7,ReeceJames,3.3189379249995334,2.0,8,101.0,sub,5.0
390,6,8,AaronCresswell,3.8316370306517364,2.0,21,94.0,player,5.1
391,8,8,BenjaminChilwell,4.035857388041367,2.0,8,94.0,player,6.0
392,17,8,BrunoMiguelBorgesFernandes,5.989397663756857,3.0,1,94.0,player,10.6
393,9,8,HarryKane,7.196318955731357,4.0,6,94.0,player,11.0
394,3,8,HeungMinSon,6.565052697440209,3.0,6,94.0,player,9.5
395,6,8,JackGrealish,7.434513894520433,3.0,7,94.0,player,7.5
396,2,8,KarlDarlow,3.5893116532874543,1.0,4,94.0,player,5.0
397,13,8,OllieWatkins,5.810921263807079,4.0,7,94.0,player,6.1
398,7,8,PatrickBamford,4.638626442341514,4.0,2,94.0,player,6.1
399,6,8,TyroneMings,3.753497460769087,2.0,7,94.0,player,5.3
400,5,8,WilfriedZaha,4.621680026046389,3.0,31,94.0,player,7.4
401,6,8,AlexMcCarthy,3.344877884626897,1.0,20,94.0,sub,4.5
402,2,8,KurtZouma,3.3327467417530214,2.0,8,94.0,sub,5.4
403,2,8,PedroLombaNeto,4.354243671841858,3.0,39,94.0,sub,5.5
404,2,8,ReeceJames,3.2107022237855576,2.0,8,94.0,sub,5.0
405,7,9,AaronCresswell,3.8316370306517364,2.0,21,73.0,player,5.1
406,7,9,BenjaminChilwell,4.035857388041367,2.0,8,73.0,player,6.0
407,11,9,BrunoMiguelBorgesFernandes,5.989397663756857,3.0,1,73.0,player,10.6
408,4,9,HarryKane,7.196318955731357,4.0,6,73.0,player,11.0
409,10,9,HeungMinSon,6.565052697440209,3.0,6,73.0,player,9.5
410,1,9,JackGrealish,7.434513894520433,3.0,7,73.0,player,7.5
411,1,9,KarlDarlow,3.5893116532874543,1.0,4,73.0,player,5.0
412,2,9,OllieWatkins,5.810921263807079,4.0,7,73.0,player,6.1
413,2,9,PatrickBamford,4.638626442341514,4.0,2,73.0,player,6.1
414,1,9,TyroneMings,3.753497460769087,2.0,7,73.0,player,5.3
415,0,9,WilfriedZaha,4.621680026046389,3.0,31,73.0,player,7.4
416,7,9,AlexMcCarthy,3.344877884626897,1.0,20,73.0,sub,4.5
417,6,9,KurtZouma,3.3327467417530214,2.0,8,73.0,sub,5.4
418,6,9,PedroLombaNeto,4.354243671841858,3.0,39,73.0,sub,5.5
419,8,9,ReeceJames,3.2107022237855576,2.0,8,73.0,sub,5.0
