,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,90,DC,Wolverhampton Wanderers,Brighton,2,1,2021-05-09,14784,2020,469098,0,0,0,0,0,0.11009287089109421,0.11009287089109421
1,0,1,0.02333139069378376,90,DC,Brighton,Leeds,2,0,2021-05-01,14765,2020,466946,0,0,0,0,0.02333139069378376,0.05007648840546608,0.05007648840546608
2,0,0,0,90,DC,Sheffield United,Brighton,1,0,2021-04-24,14762,2020,465668,0,0,0,0,0,1.3485374450683594,1.3485374450683594
3,0,0,0,90,DC,Chelsea,Brighton,0,0,2021-04-20,14747,2020,464171,0,0,0,0,0,0.01982860267162323,0.01982860267162323
4,0,0,0,76,DC,Burnley,Brighton,1,1,2021-02-06,14656,2020,447651,0.02868603728711605,0,1,0,0,0.07812715321779251,0.04944111406803131
5,0,1,0.05018477514386177,90,DC,Liverpool,Brighton,0,1,2021-02-03,14654,2020,447201,0,0,0,0,0.05018477514386177,0.1212368980050087,0.1212368980050087
6,0,0,0,90,DC,Brighton,Tottenham,1,0,2021-01-31,14636,2020,446533,0,0,0,0,0,0.3306414783000946,0.3306414783000946
7,0,2,0.04428134486079216,90,DC,Brighton,Fulham,0,0,2021-01-27,14625,2020,445121,0,0,0,0,0.04428134486079216,0.6994668841362,0.6994668841362
8,0,1,0.030363937839865685,90,DC,Leeds,Brighton,0,1,2021-01-16,14618,2020,442316,0,0,0,0,0.030363937839865685,0.030363937839865685,0
9,0,0,0,90,DC,Manchester City,Brighton,1,0,2021-01-13,14614,2020,441918,0,0,0,0,0,0,0
10,0,2,0.058844007551670074,90,DC,Brighton,Wolverhampton Wanderers,3,3,2021-01-02,14601,2020,439226,0.09297674894332886,0,1,0,0.058844007551670074,0.8208799958229065,0.8208799958229065
11,0,0,0,90,DC,Brighton,Arsenal,0,1,2020-12-29,14585,2020,438378,0,0,0,0,0,0.17990748584270477,0.17990748584270477
12,0,2,0.11315739899873734,90,DC,West Ham,Brighton,2,2,2020-12-27,14583,2020,438255,0,0,0,0,0.11315739899873734,0.255897581577301,0.255897581577301
13,0,3,0.1343821883201599,90,DC,Brighton,Sheffield United,1,1,2020-12-20,14565,2020,436419,0,0,0,0,0.1343821883201599,0.6479673981666565,0.6479673981666565
14,0,1,0.09545227140188217,90,DC,Fulham,Brighton,0,0,2020-12-16,14557,2020,435409,0.0619640126824379,0,1,0,0.09545227140188217,0.0619640126824379,0.0619640126824379
15,0,1,0.0401182621717453,90,DC,Brighton,Southampton,1,2,2020-12-07,14536,2020,432464,0,0,0,0,0.0401182621717453,0.12241785228252411,0.12241785228252411
16,0,1,0.07352055609226227,90,DC,Brighton,Liverpool,1,1,2020-11-28,14528,2020,429348,0,0,0,0,0.07352055609226227,0.07509865611791611,0.07509865611791611
17,0,0,0,90,DC,Aston Villa,Brighton,1,2,2020-11-21,14515,2020,427926,0,0,0,0,0,0.5088862180709839,0.5088862180709839
18,0,1,0.013115353882312775,90,DC,Brighton,Burnley,0,0,2020-11-06,14506,2020,425839,0,0,0,0,0.013115353882312775,0.15417122840881348,0.15417122840881348
19,0,2,0.1465672105550766,90,DC,Tottenham,Brighton,2,1,2020-11-01,14503,2020,425526,0,0,0,0,0.1465672105550766,0,0
20,0,0,0,90,DC,Brighton,West Bromwich Albion,1,1,2020-10-26,14487,2020,423961,0,0,0,0,0,0.01934001035988331,0.01934001035988331
21,0,1,0.12498684972524643,90,DC,Crystal Palace,Brighton,1,1,2020-10-18,14476,2020,421917,0.02627316489815712,0,1,0,0.12498684972524643,0.31283581256866455,0.28656265139579773
22,0,1,0.042450424283742905,90,DC,Everton,Brighton,4,2,2020-10-03,14468,2020,419533,0,0,0,0,0.042450424283742905,0.11784200370311737,0.07539158314466476
23,0,1,0.044142547994852066,90,DC,Brighton,Manchester United,2,3,2020-09-26,14106,2020,417130,0,0,0,0,0.044142547994852066,0.33388960361480713,0.33388960361480713
24,0,0,0,90,DC,Newcastle United,Brighton,0,3,2020-09-20,14101,2020,416336,0,0,0,0,0,0.14022192358970642,0.14022192358970642
25,0,1,0.014489157125353813,90,DC,Brighton,Chelsea,1,3,2020-09-14,14095,2020,415359,0.04331563785672188,0,1,0,0.014489157125353813,0.7081446051597595,0.6936554312705994
26,0,0,0,90,DC,Burnley,Brighton,1,2,2020-07-26,12022,2019,411245,0,0,0,0,0,0.05974553897976875,0.05974553897976875
27,0,2,0.038428764790296555,90,DC,Brighton,Newcastle United,0,0,2020-07-20,12005,2019,410335,0,0,0,0,0.038428764790296555,0.09867414087057114,0.09867414087057114
28,0,0,0,90,DC,Southampton,Brighton,1,1,2020-07-16,12002,2019,409468,0,0,0,0,0,0,0
29,0,0,0,90,DC,Brighton,Manchester City,0,5,2020-07-11,11985,2019,407592,0,0,0,0,0,0,0
30,0,0,0,90,DC,Brighton,Liverpool,1,3,2020-07-08,11976,2019,406779,0,0,0,0,0,0.6273747682571411,0.6273747682571411
31,0,0,0,90,DC,Norwich,Brighton,0,1,2020-07-04,11969,2019,405076,0,0,0,0,0,0.10337458550930023,0.10337458550930023
32,0,0,0,23,DC,Leicester,Brighton,0,0,2020-06-23,11945,2019,402044,0,0,0,0,0,0,0
33,0,0,0,90,DC,Brighton,Arsenal,2,1,2020-06-20,11941,2019,401268,0,0,0,0,0,0.03161260485649109,0.03161260485649109
34,0,0,0,90,DC,Wolverhampton Wanderers,Brighton,0,0,2020-03-07,11931,2019,387740,0,0,0,0,0,0,0
35,0,0,0,90,DC,Brighton,Crystal Palace,0,1,2020-02-29,11915,2019,387430,0.08208701759576797,0,2,0,0,0.4938313663005829,0.4938313663005829
36,0,0,0,90,DC,Sheffield United,Brighton,1,1,2020-02-22,11909,2019,387170,0.5917508602142334,1,1,0,0,0,0
37,0,0,0,90,DC,West Ham,Brighton,3,3,2020-02-01,11892,2019,386649,0,0,0,0,0,1.1050828695297241,1.1050828695297241
38,0,0,0,90,DC,Bournemouth,Brighton,3,1,2020-01-21,11878,2019,386351,0,0,0,0,0,0.1853596419095993,0.1853596419095993
39,0,1,0.5729885697364807,90,DC,Brighton,Aston Villa,1,1,2020-01-18,11867,2019,386172,0.045556169003248215,0,1,0,0.5729885697364807,0.3705732822418213,0.3705732822418213
40,0,0,0,90,DC,Everton,Brighton,1,0,2020-01-11,11860,2019,385892,0,0,0,0,0,0.14816725254058838,0.14816725254058838
41,0,2,0.07165055721998215,90,DC,Brighton,Chelsea,1,1,2020-01-01,11845,2019,385468,0,0,0,0,0.07165055721998215,0,0
42,1,1,0.4537723660469055,90,DC,Tottenham,Brighton,2,1,2019-12-26,11831,2019,372410,0,0,0,1,0.4537723660469055,0.363811194896698,0.363811194896698
43,0,1,0.03275527432560921,90,DC,Brighton,Sheffield United,0,1,2019-12-21,11815,2019,371454,0,0,0,0,0.03275527432560921,0.17301470041275024,0.17301470041275024
44,0,0,0,90,DC,Crystal Palace,Brighton,1,1,2019-12-16,11806,2019,370779,0,0,0,0,0,0.6148948073387146,0.6148948073387146
45,0,0,0,90,DC,Brighton,Wolverhampton Wanderers,2,2,2019-12-08,11795,2019,369216,0,0,0,0,0,0.158364400267601,0.158364400267601
46,1,4,0.22502920031547546,90,DC,Arsenal,Brighton,1,2,2019-12-05,11783,2019,367846,0.022557957097887993,0,1,1,0.22502920031547546,0.031266871839761734,0.031266871839761734
47,0,1,0.010592395439743996,90,DC,Liverpool,Brighton,2,1,2019-11-30,11776,2019,366222,0,0,0,0,0.010592395439743996,0.41940295696258545,0.408810555934906
48,0,0,0,90,DC,Brighton,Leicester,0,2,2019-11-23,11766,2019,364739,0.046261388808488846,0,1,0,0,0.06681783497333527,0.02055644616484642
49,0,0,0,35,DC,Brighton,Norwich,2,0,2019-11-02,11746,2019,361498,0,0,0,0,0,0,0
50,0,0,0,90,DC,Brighton,Everton,3,2,2019-10-26,11734,2019,359448,0,0,0,0,0,0.037775442004203796,0.037775442004203796
51,1,3,0.13536232709884644,90,DC,Aston Villa,Brighton,2,1,2019-10-19,11723,2019,357768,0,0,0,1,0.13536232709884644,0.2543194890022278,0.2204010784626007
52,0,0,0,90,DC,Brighton,Tottenham,3,0,2019-10-05,11713,2019,355970,0.13569806516170502,0,1,0,0,0.13569806516170502,0
53,0,1,0.037213440984487534,90,DC,Chelsea,Brighton,2,0,2019-09-28,11708,2019,354624,0.011688685975968838,0,1,0,0.037213440984487534,0.13067753612995148,0.11898884922266006
54,0,0,0,90,DC,Newcastle United,Brighton,0,0,2019-09-21,11699,2019,352451,0.1587766706943512,0,2,0,0,0.49218523502349854,0.49218523502349854
55,0,0,0,90,DC,Brighton,Burnley,1,1,2019-09-14,11685,2019,348984,0,0,0,0,0,0.13130837678909302,0.13130837678909302
56,0,0,0,90,DC,Manchester City,Brighton,4,0,2019-08-31,11678,2019,347525,0,0,0,0,0,0.15742921829223633,0.15742921829223633
