,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,59,DC,Burnley,Sheffield United,1,0,2020-12-29,14587,2020,438419,0,0,0,0,0,0.2708115577697754,0.2708115577697754
1,0,1,0.046713896095752716,90,DC,Sheffield United,Everton,0,1,2020-12-26,14582,2020,438158,0,0,0,0,0.046713896095752716,0,0
2,0,0,0,90,DC,Brighton,Sheffield United,1,1,2020-12-20,14565,2020,436434,0,0,0,0,0,0.09403901547193527,0.09403901547193527
3,0,0,0,90,DC,Sheffield United,Manchester United,2,3,2020-12-17,14560,2020,435623,0,0,0,0,0,0.21807201206684113,0.21807201206684113
4,0,0,0,28,Sub,Sheffield United,West Ham,0,1,2020-11-22,14522,2020,428535,0,0,0,0,0,0.020536093041300774,0.020536093041300774
5,0,0,0,72,Sub,Sheffield United,Fulham,1,1,2020-10-18,14482,2020,421674,0,0,0,0,0,0.36579611897468567,0.36579611897468567
6,0,0,0,90,DC,Arsenal,Sheffield United,2,1,2020-10-04,14465,2020,420300,0,0,0,0,0,0.10683754086494446,0.10683754086494446
7,0,3,0.5482074022293091,90,DC,Sheffield United,Leeds,0,1,2020-09-27,14110,2020,417853,0,0,0,0,0.5482074022293091,0.07955347746610641,0.07955347746610641
8,0,0,0,90,DC,Southampton,Sheffield United,3,1,2020-07-26,12015,2019,411430,0,0,0,0,0,0,0
9,0,0,0,57,DC,Burnley,Sheffield United,1,1,2020-07-05,11963,2019,405559,0.10129658877849579,0,1,0,0,0.121987484395504,0.02069089747965336
10,0,0,0,90,DC,Sheffield United,Tottenham,3,1,2020-07-02,11960,2019,404813,0,0,0,0,0,0.8554997444152832,0.8554997444152832
11,0,0,0,90,DC,Manchester United,Sheffield United,3,0,2020-06-24,11950,2019,402320,0,0,0,0,0,0.06831949949264526,0.06831949949264526
12,0,0,0,90,DC,Newcastle United,Sheffield United,3,0,2020-06-21,11938,2019,401619,0,0,0,0,0,0,0
13,0,0,0,90,DC,Aston Villa,Sheffield United,0,0,2020-06-17,11913,2019,400340,0.04686938598752022,0,1,0,0,0.04686938598752022,0
