,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,1,Sub,Manchester United,Newcastle United,3,1,2021-02-21,14681,2020,451551,0,0,0,0,0,0,0
