,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,1,0.01502644456923008,90,DC,Wolverhampton Wanderers,Brighton,2,1,2021-05-09,14784,2020,469083,0,0,0,0,0.01502644456923008,0.09773898869752884,0.08271254599094391
1,0,0,0,6,Sub,West Bromwich Albion,Wolverhampton Wanderers,1,1,2021-05-03,14774,2020,467990,0,0,0,0,0,0.03289216384291649,0.03289216384291649
2,0,0,0,1,Sub,Southampton,Wolverhampton Wanderers,1,2,2021-02-14,14672,2020,449459,0,0,0,0,0,0,0
3,0,1,0.055607717484235764,90,DC,Wolverhampton Wanderers,Leicester,0,0,2021-02-07,14664,2020,448320,0,0,0,0,0.055607717484235764,0.4171092212200165,0.4171092212200165
4,0,1,0.05936124920845032,90,DL,Wolverhampton Wanderers,Arsenal,2,1,2021-02-02,14650,2020,446687,0.0882030799984932,0,1,0,0.05936124920845032,0.6350359916687012,0.5468329191207886
5,0,0,0,90,DC,Crystal Palace,Wolverhampton Wanderers,1,0,2021-01-30,14638,2020,445693,0.06532300263643265,0,1,0,0,0.12799187004566193,0.12799187004566193
6,0,0,0,90,DC,Chelsea,Wolverhampton Wanderers,0,0,2021-01-27,14630,2020,445079,0,0,0,0,0,0,0
7,0,0,0,22,Sub,Brighton,Wolverhampton Wanderers,3,3,2021-01-02,14601,2020,439248,0,0,0,0,0,0,0
8,0,0,0,90,DC,Manchester United,Wolverhampton Wanderers,1,0,2020-12-29,14592,2020,438562,0,0,0,0,0,0.11585327237844467,0.11585327237844467
9,0,0,0,90,DC,Burnley,Wolverhampton Wanderers,2,1,2020-12-21,14566,2020,437093,0,0,0,0,0,0,0
10,0,0,0,2,Sub,Arsenal,Wolverhampton Wanderers,1,2,2020-11-29,14525,2020,430684,0,0,0,0,0,0,0
11,0,3,0.17802095413208008,90,DC,Wolverhampton Wanderers,Southampton,1,1,2020-11-23,14524,2020,429142,0,0,0,0,0.17802095413208008,0.1538124829530716,0.1538124829530716
12,0,0,0,90,DC,Leicester,Wolverhampton Wanderers,1,0,2020-11-08,14510,2020,427067,0,0,0,0,0,0.02522078901529312,0.02522078901529312
13,0,0,0,90,DC,Wolverhampton Wanderers,Crystal Palace,2,0,2020-10-30,14504,2020,424165,0,0,0,0,0,0.053416360169649124,0.053416360169649124
14,0,0,0,90,DC,Wolverhampton Wanderers,Newcastle United,1,1,2020-10-25,14494,2020,423693,0,0,0,0,0,0.1805204153060913,0.1805204153060913
15,0,0,0,90,DC,Leeds,Wolverhampton Wanderers,0,1,2020-10-19,14478,2020,422419,0.024500682950019836,1,1,0,0,0.024500682950019836,0
16,0,0,0,90,DC,Wolverhampton Wanderers,Fulham,1,0,2020-10-04,14474,2020,420315,0.1350311040878296,0,2,0,0,0.16543206572532654,0.09886578470468521
17,0,0,0,3,Sub,Southampton,Wolverhampton Wanderers,2,3,2020-01-18,11870,2019,386115,0,0,0,0,0,0,0
18,0,0,0,90,DC,Liverpool,Wolverhampton Wanderers,1,0,2019-12-29,11836,2019,372908,0,0,0,0,0,0.03503457084298134,0.03503457084298134
19,0,0,0,90,DC,Wolverhampton Wanderers,Sheffield United,1,1,2019-12-01,11780,2019,366761,0,0,0,0,0,0,0
20,0,0,0,1,Sub,Wolverhampton Wanderers,Fulham,1,0,2019-05-04,9557,2018,330217,0,0,0,0,0,0,0
