,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,1,0.017827335745096207,70,AMC,Leeds,Chelsea,0,0,2021-03-13,14709,2020,456110,0.23202431201934814,0,3,0,0.017827335745096207,0.2865213453769684,0.03666970878839493
1,0,2,0.2137288600206375,67,AMC,Liverpool,Chelsea,0,1,2021-03-04,14719,2020,454271,0,0,0,0,0.2137288600206375,0.23453041911125183,0.02080155536532402
2,0,3,0.1467093676328659,80,AMC,Chelsea,Manchester United,0,0,2021-02-28,14685,2020,453214,0.21960178017616272,0,5,0,0.1467093676328659,0.9127722978591919,0.5645252466201782
3,0,0,0,11,Sub,Southampton,Chelsea,1,1,2021-02-20,14682,2020,450516,0.017298709601163864,0,1,0,0,0,0
4,0,3,0.07289250195026398,85,AMC,Chelsea,Wolverhampton Wanderers,0,0,2021-01-27,14630,2020,445070,0.2386336773633957,0,4,0,0.07289250195026398,0.36692121624946594,0.29402869939804077
5,0,1,0.0828118845820427,21,Sub,Leicester,Chelsea,2,0,2021-01-19,14609,2020,443297,0,0,0,0,0.0828118845820427,0.0828118845820427,0
6,0,5,0.10352260619401932,76,FWR,Fulham,Chelsea,0,1,2021-01-16,14617,2020,442439,0.06258884072303772,0,1,0,0.10352260619401932,0.10352260619401932,0
7,0,2,0.1683100312948227,66,FWR,Chelsea,Manchester City,1,3,2021-01-03,14603,2020,439705,0.047811128199100494,0,1,0,0.1683100312948227,0.0647510439157486,0
8,0,1,0.06508207321166992,29,FWR,Chelsea,Leeds,3,1,2020-12-05,14538,2020,431610,0,0,0,0,0.06508207321166992,0.5266451835632324,0.4615631103515625
9,0,2,0.11064121872186661,84,FWR,Chelsea,Tottenham,0,0,2020-11-29,14529,2020,430516,0.23167572915554047,0,2,0,0.11064121872186661,0.5960732102394104,0.386968195438385
10,0,1,0.018051443621516228,88,FWR,Newcastle United,Chelsea,0,2,2020-11-21,14521,2020,427665,0.21444034576416016,0,2,0,0.018051443621516228,0.591971218585968,0.3594794273376465
11,0,3,0.09213410317897797,90,FWR,Chelsea,Sheffield United,4,1,2020-11-07,14507,2020,426494,1.7907190322875977,2,6,0,0.09213410317897797,0.7876070737838745,0.23738056421279907
12,1,1,0.0398397333920002,74,FWR,Burnley,Chelsea,0,3,2020-10-31,14496,2020,424513,0.3531363308429718,1,1,1,0.0398397333920002,0.43564528226852417,0.04266921430826187
13,0,0,0,8,Sub,Manchester United,Chelsea,0,0,2020-10-24,14491,2020,423115,0,0,0,0,0,0,0
14,0,0,0,16,Sub,Chelsea,Southampton,3,3,2020-10-17,14475,2020,421134,0.10719645023345947,0,1,0,0,0,0
