,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,2,0.06082198768854141,90,AMC,Arsenal,Fulham,1,1,2021-04-18,14745,2020,463323,0.5266245007514954,0,2,0,0.06082198768854141,1.0671091079711914,0.5174508690834045
1,0,0,0,14,Sub,West Ham,Arsenal,3,3,2021-03-21,14724,2020,458729,0.011854475364089012,0,1,0,0,0.6728379130363464,0.6728379130363464
2,0,1,0.018118765205144882,79,AML,Arsenal,Tottenham,2,1,2021-03-14,14705,2020,457193,0.5075323581695557,0,4,0,0.018118765205144882,0.5890013575553894,0.12966188788414001
3,0,0,0,41,AMC,Leicester,Arsenal,1,3,2021-02-28,14690,2020,452717,0,0,0,0,0,0.0610850490629673,0.0610850490629673
4,0,0,0,16,Sub,Arsenal,Manchester City,0,1,2021-02-21,14675,2020,451432,0,0,0,0,0,0,0
5,0,1,0.04965781792998314,64,AML,Arsenal,Leeds,4,2,2021-02-14,14665,2020,449794,0.7751771211624146,1,2,0,0.04965781792998314,0.9790666699409485,0.1542316973209381
6,0,1,0.11319296807050705,90,AMC,Aston Villa,Arsenal,1,0,2021-02-06,14655,2020,447381,0.07169262319803238,0,1,0,0.11319296807050705,0.2912212312221527,0.17802825570106506
7,0,0,0,90,AMC,Wolverhampton Wanderers,Arsenal,2,1,2021-02-02,14650,2020,446705,0.03858710452914238,0,1,0,0,0.03858710452914238,0.03858710452914238
8,0,1,0.0644783154129982,84,AMC,Arsenal,Manchester United,0,0,2021-01-30,14635,2020,445861,0.15739651024341583,0,2,0,0.0644783154129982,0.3343847990036011,0.1921035498380661
9,0,1,0.056448161602020264,74,AMC,Southampton,Arsenal,1,3,2021-01-26,14632,2020,445028,0,0,0,0,0.056448161602020264,0.1587546020746231,0.10230644047260284
10,0,0,0,82,AMC,Arsenal,Newcastle United,3,0,2021-01-18,14615,2020,443041,0.24714955687522888,1,4,0,0,0.30501484870910645,0.11752632260322571
11,0,1,0.023861441761255264,90,AMC,Arsenal,Crystal Palace,0,0,2021-01-14,14605,2020,441964,0,0,0,0,0.023861441761255264,0.0354013592004776,0.0354013592004776
12,0,1,0.09581580758094788,79,AMC,West Bromwich Albion,Arsenal,0,4,2021-01-02,14600,2020,439301,0.8938776254653931,1,2,0,0.09581580758094788,1.7995409965515137,1.6877496242523193
13,0,0,0,89,AMC,Brighton,Arsenal,0,1,2020-12-29,14585,2020,438397,0.11332414299249649,0,2,0,0,0.8458279967308044,0.7325038909912109
14,0,1,0.13898657262325287,66,AMC,Arsenal,Chelsea,3,1,2020-12-26,14575,2020,438136,0.10579783469438553,1,2,0,0.13898657262325287,0.2447843998670578,0
15,0,0,0,68,AMC,Everton,Arsenal,0,0,2019-12-21,11816,2019,371254,0,0,0,0,0,0,0
16,0,0,0,28,Sub,Arsenal,Manchester City,0,3,2019-12-15,11803,2019,370552,0,0,0,0,0,0,0
17,0,0,0,24,Sub,Werder Bremen,RasenBallsport Leipzig,2,1,2019-05-18,10637,2018,333450,0,0,0,0,0,0,0
18,0,0,0,1,Sub,RasenBallsport Leipzig,Bayern Munich,0,0,2019-05-11,10628,2018,331769,0,0,0,0,0,0,0
19,0,0,0,1,Sub,RasenBallsport Leipzig,Wolfsburg,2,0,2019-04-13,10591,2018,324104,0.43544721603393555,0,1,0,0,0.43544721603393555,0
