,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,1,Sub,West Bromwich Albion,Southampton,3,0,2021-04-12,14743,2020,462379,0,0,0,0,0,0,0
1,0,0,0,70,FW,Southampton,Brighton,1,2,2021-03-14,14713,2020,456749,0,0,0,0,0,0,0
2,0,0,0,41,Sub,Manchester City,Southampton,5,2,2021-03-10,14761,2020,455782,0,0,0,0,0,0,0
3,0,5,0.34049341082572937,79,FW,Sheffield United,Southampton,0,2,2021-03-06,14701,2020,454657,0,0,0,0,0.34049341082572937,0.27633166313171387,0
4,0,1,0.017416540533304214,25,Sub,Everton,Southampton,1,0,2021-03-01,14686,2020,453464,0,0,0,0,0.017416540533304214,0.06498685479164124,0.06498685479164124
5,0,1,0.31125494837760925,61,ML,Leeds,Southampton,3,0,2021-02-23,14608,2020,451768,0,0,0,0,0.31125494837760925,0.31125494837760925,0
6,0,0,0,11,Sub,Southampton,Chelsea,1,1,2021-02-20,14682,2020,450503,0,0,0,0,0,0,0
7,0,1,0.08037180453538895,59,Sub,Southampton,Liverpool,1,0,2021-01-04,14598,2020,439921,0,0,0,0,0.08037180453538895,0.11787864565849304,0.037506844848394394
8,0,0,0,50,Sub,Southampton,Manchester City,0,1,2020-12-19,14572,2020,435987,0,0,0,0,0,0,0
9,0,0,0,11,Sub,Chelsea,Southampton,3,3,2020-10-17,14475,2020,421150,0,0,0,0,0,0.11807207763195038,0.11807207763195038
10,0,0,0,12,Sub,Burnley,Southampton,0,1,2020-09-26,14109,2020,417696,0,0,0,0,0,0.06713031232357025,0.06713031232357025
11,0,1,0.024052973836660385,19,Sub,Southampton,Tottenham,2,5,2020-09-20,14100,2020,416212,0,0,0,0,0.024052973836660385,0.024052973836660385,0
12,0,1,0.07578611373901367,1,Sub,Norwich,Southampton,0,3,2020-06-19,11937,2019,400744,0,0,0,0,0.07578611373901367,0.07578611373901367,0
