,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,0,90,GK,West Ham,Leicester,3,2,2021-04-11,14744,2020,461871,0,0,0,0,0,0.33543160557746887,0.33543160557746887
1,0,0,0,90,GK,Wolverhampton Wanderers,West Ham,2,3,2021-04-05,14734,2020,460683,0,0,0,0,0,0.1342265009880066,0.1342265009880066
2,0,0,0,90,GK,West Ham,Arsenal,3,3,2021-03-21,14724,2020,458704,0,0,0,0,0,0,0
3,0,0,0,90,GK,Manchester United,West Ham,1,0,2021-03-14,14711,2020,457315,0,0,0,0,0,0,0
4,0,0,0,90,GK,West Ham,Leeds,2,0,2021-03-08,14704,2020,455605,0,0,0,0,0,0,0
5,0,0,0,90,GK,West Ham,Tottenham,2,1,2021-02-21,14683,2020,451027,0,0,0,0,0,0,0
6,0,0,0,90,GK,West Ham,Sheffield United,3,0,2021-02-15,14674,2020,450020,0,0,0,0,0,0.09088702499866486,0.09088702499866486
7,0,0,0,90,GK,Fulham,West Ham,0,0,2021-02-06,14657,2020,447824,0,0,0,0,0,0,0
8,0,0,0,90,GK,Aston Villa,West Ham,1,3,2021-02-03,14645,2020,447227,0,0,0,0,0,0,0
9,0,0,0,90,GK,West Ham,Liverpool,1,3,2021-01-31,14639,2020,446413,0,0,0,0,0,0,0
10,0,0,0,90,GK,Crystal Palace,West Ham,2,3,2021-01-26,14634,2020,444992,0,0,0,0,0,0,0
11,0,0,0,90,GK,West Ham,West Bromwich Albion,2,1,2021-01-19,14611,2020,443155,0,0,0,0,0,0.027980700135231018,0.027980700135231018
12,0,0,0,90,GK,West Ham,Burnley,1,0,2021-01-16,14623,2020,442272,0,0,0,0,0,0,0
13,0,0,0,90,GK,Southampton,West Ham,0,0,2020-12-29,14588,2020,438443,0,0,0,0,0,0,0
14,0,0,0,90,GK,West Ham,Brighton,2,2,2020-12-27,14583,2020,438239,0,0,0,0,0,0.03244400396943092,0.03244400396943092
15,0,0,0,90,GK,Chelsea,West Ham,3,0,2020-12-21,14567,2020,437119,0,0,0,0,0,0,0
16,0,0,0,90,GK,West Ham,Crystal Palace,1,1,2020-12-16,14561,2020,435365,0,0,0,0,0,0.18128858506679535,0.18128858506679535
17,0,0,0,90,GK,Leeds,West Ham,1,2,2020-12-11,14548,2020,432682,0,0,0,0,0,0.021712182089686394,0.021712182089686394
18,0,0,0,90,GK,West Ham,Manchester United,1,3,2020-12-05,14544,2020,431512,0,0,0,0,0,0.018660085275769234,0.018660085275769234
19,0,0,0,90,GK,West Ham,Aston Villa,2,1,2020-11-30,14526,2020,430863,0,0,0,0,0,0,0
